,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,2.508158,-0.745654,1.549042,0.380862,-0.436793,0.591269
1,2.508158,-0.745654,1.549042,0.380862,-0.436793,0.591269
2,2.121694,1.754981,-2.057386,-1.09731,0.644536,-0.961478
3,0.212363,0.050256,-1.280972,-0.295634,0.167792,-1.371637
4,-2.896465,-3.884919,0.599143,-1.379627,0.463427,-1.403597
5,-6.943784,-5.225932,-0.41006,-0.202416,-0.061258,-0.452773
6,-1.811082,-11.365046,-2.759479,0.982784,-1.273092,3.065542
7,-1.811082,-11.365046,-2.759479,0.982784,-1.273092,3.065542
8,15.608168,-2.551465,-6.336146,2.402362,-1.531439,7.140502
9,12.777529,10.726593,-6.624529,1.949589,-1.539429,2.74061
10,12.777529,10.726593,-6.624529,1.949589,-1.539429,2.74061
11,15.279703,18.20107,-7.174676,-2.492917,0.298298,-2.444976
12,17.87113,-10.017751,-1.215846,-2.128035,4.50909,-7.025977
13,7.282144,-13.615963,-6.856636,0.22905,1.8324,-6.035202
14,-11.105443,-11.090064,-0.438385,-0.716447,-0.391516,-2.68468
15,-18.75046,-4.280715,1.842918,-0.617902,-0.681823,0.439456
16,-6.897957,-8.010672,-1.484577,0.743081,-1.001428,3.273285
17,14.528393,-11.226499,-6.613111,4.317327,-2.101401,6.522599
18,13.673405,5.036617,-5.072297,1.635311,-0.332922,7.057937
19,11.93766,16.759829,-3.174924,-1.265102,-1.036052,0.069248
20,14.995632,10.879755,-2.877224,-2.165322,1.118617,-4.599644
21,15.065659,-10.904724,-3.348883,-1.323696,4.921913,-7.686493
22,4.545591,-15.718245,-1.850503,0.058594,-0.359555,-5.704944
23,-11.963382,-12.454617,4.236734,-0.410159,0.037287,-1.305053
24,-16.149654,-7.3656,-1.075116,-1.025398,0.279654,1.797777
25,4.155659,-12.933142,-5.659291,2.634075,-1.917628,5.47323
26,17.730486,-9.966706,-7.113671,1.837727,-2.639402,8.810436
27,14.433231,12.160725,-1.941216,0.553982,-2.221253,5.108348
28,13.074096,12.947475,-0.37464,-2.199946,0.577952,-3.702088
29,12.228392,0.007999,-0.59234,-1.696568,4.679545,-5.952638
30,10.898853,-15.066652,-4.259473,-0.644536,3.587563,-8.514802
31,-0.406574,-20.010952,-0.736695,1.030725,-0.343575,-4.842012
32,-11.754323,-12.5539,0.413304,-1.616667,-0.844289,1.704558
33,-3.793825,-7.396555,-0.941651,2.682016,-3.089512,5.2282
34,15.582005,-10.654593,-6.603615,3.864554,-0.665843,8.043385
35,12.989464,5.28573,-4.288547,0.69514,-0.852279,6.36546
36,10.009818,13.078116,-1.950223,-0.042614,-1.765816,0.367545
37,11.772283,10.080842,-1.81813,-2.311807,0.388852,-4.120237
38,13.052048,-3.797407,-0.997936,-1.083993,3.15077,-7.119195
39,13.052048,-3.797407,-0.997936,-1.083993,3.15077,-7.119195
40,-9.698354,-16.373856,-0.852355,-1.025398,-0.071911,-1.989539
41,-9.698354,-16.373856,-0.852355,-1.025398,-0.071911,-1.989539
42,-14.339552,-8.510031,-0.39036,-0.799012,-0.735091,1.656618
43,17.027529,-9.822276,-6.254336,2.96167,-2.2905,7.673176
44,10.025778,10.668242,-3.039408,1.147914,-0.838962,4.245416
45,9.766462,12.677099,-1.461438,-0.748408,0.053267,-2.588798
46,9.766462,12.677099,-1.461438,-0.748408,0.053267,-2.588798
47,12.871105,8.144251,-0.161601,-1.712549,1.273092,-5.641023
48,12.683159,-12.021815,-1.683887,-1.438221,3.526305,-7.777048
49,1.124744,-16.50431,-1.124104,-0.492724,0.68715,-5.872737
50,-13.695587,-7.442423,5.972768,0.375536,-0.599259,0.053267
51,-8.243735,-10.590383,-2.122692,-2.114718,0.942834,2.413016
52,12.035103,-12.57018,-3.488022,3.350523,-2.090747,6.202995
