,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,-0.366403,0.331289,-0.817845,-0.167792,-0.093218,0.157139
1,-0.366403,0.331289,-0.817845,-0.167792,-0.093218,0.157139
2,0.12683,1.060159,0.285714,0.170456,-0.117188,0.719111
3,0.12683,1.060159,0.285714,0.170456,-0.117188,0.719111
4,-0.284847,1.197939,-0.166016,-0.149149,-0.00799,0.47408
5,0.301496,1.417718,-0.467685,-0.021307,0.071911,0.005327
6,0.218163,1.152927,-0.161799,-0.300961,0.069248,-0.202416
7,-0.292671,0.414878,-0.609715,0.018644,-0.042614,-0.388852
8,-0.177331,-0.415656,0.346345,0.063921,-0.021307,-0.519358
9,-0.372362,-1.102248,0.589402,0.143822,0.013317,-0.322268
10,-0.119532,-1.235746,0.475347,0.077238,0.066584,-0.00799
11,-0.309108,-0.587243,0.069902,-0.005327,0.063921,0.444783
12,-0.098715,0.321884,0.037923,0.231713,0.047941,0.540665
13,-0.253626,0.733612,-0.070319,0.146486,-0.037287,0.444783
14,0.19544,1.229554,0.083644,0.053267,-0.045277,0.306288
15,0.137736,1.2836,0.155538,0.074574,-0.066584,0.021307
16,0.01241,1.053636,0.117521,-0.082565,-0.02397,-0.20508
17,-0.123559,0.549634,0.121111,-0.189099,0.002663,-0.367545
18,-0.168771,-0.092582,0.267468,-0.055931,-0.02397,-0.522021
19,-0.43508,-0.894304,0.416207,0.042614,0.01598,-0.503377
20,-0.39205,-1.222482,0.185712,-0.029297,0.093218,-0.202416
21,-0.196891,-1.076911,-0.047664,0.055931,0.063921,0.189099
22,-0.03124,-0.298636,-0.04597,0.074574,-0.00799,0.532675
23,0.016945,0.629479,-0.114613,-0.018644,-0.037287,0.676497
24,-0.173453,1.238335,0.072075,0.103872,-0.106535,0.335585
25,0.125829,1.124538,0.160516,0.082565,-0.055931,0.061258
26,0.096863,0.97266,0.293118,-0.010653,-0.093218,-0.106535
27,-0.133159,0.627533,0.242445,-0.130505,-0.013317,-0.338248
28,-0.048162,0.006255,0.306439,-0.045277,0.034624,-0.532675
29,-0.178364,-0.548945,0.198857,-0.095881,0.079901,-0.506041
30,-0.3537,-1.148505,0.135138,0.066584,0.119852,-0.343575
31,-0.303203,-1.041668,-0.066691,0.135832,0.095881,0.074574
32,-0.303203,-1.041668,-0.066691,0.135832,0.095881,0.074574
33,0.006327,0.28492,-0.286571,0.226387,-0.066584,0.548655
34,0.006327,0.28492,-0.286571,0.226387,-0.066584,0.548655
35,-0.103312,1.391694,0.067586,0.098545,-0.133169,0.255684
36,-0.103312,1.391694,0.067586,0.098545,-0.133169,0.255684
37,-0.221936,0.803586,0.262689,-0.202416,-0.00799,-0.4581
38,-0.221936,0.803586,0.262689,-0.202416,-0.00799,-0.4581
39,-0.094401,-0.050441,0.342507,-0.085228,0.021307,-0.657853
40,-0.021901,-1.166978,0.210616,-0.074574,0.103872,-0.532675
41,0.006428,-1.250409,-0.031966,-0.042614,0.114525,-0.101208
42,-0.199287,-0.887501,-0.200876,0.00799,0.066584,0.282318
43,0.059197,0.072715,-0.170489,0.141159,-0.037287,0.561972
44,-0.05076,0.850482,-0.141175,0.19709,-0.101208,0.559308
45,-0.032912,1.375373,-0.017334,0.109198,-0.093218,0.362219
46,-0.066026,1.37998,0.082992,-0.042614,-0.063921,0.079901
47,0.076984,0.977268,0.139652,-0.098545,0.010653,-0.335585
48,-0.15242,0.347523,0.110766,-0.098545,0.063921,-0.569962
49,-0.394491,-0.491,0.13725,-0.146486,0.090555,-0.641873
50,-0.077032,-1.395445,0.133541,-0.055931,0.114525,-0.545991
51,-0.248405,-1.438119,-0.081756,-0.090555,0.101208,0.141159
52,-0.045725,-0.652863,-0.11722,0.22106,0.055931,0.455437
53,0.159517,0.34705,-0.194485,0.22905,0.0,0.684487
54,0.011585,1.055425,-0.268052,0.247694,-0.063921,0.615239
55,-0.09814,1.668361,-0.081988,0.103872,-0.087891,0.316941
56,-0.161494,1.492637,-0.029368,-0.103872,-0.061258,-0.138495
57,-0.081526,0.740399,0.048999,-0.207743,-0.034624,-0.538001
58,-0.073712,-0.167035,0.281624,-0.109198,0.0,-0.719111
59,-0.147681,-1.131613,0.231846,-0.114525,0.095881,-0.535338
60,-0.265262,-1.375535,0.046533,-0.082565,0.103872,-0.050604
61,-0.234875,-0.928912,-0.183919,0.021307,0.053267,0.303624
62,-0.073357,-0.218665,-0.255391,0.170456,-0.021307,0.527348
63,-0.073357,-0.218665,-0.255391,0.170456,-0.021307,0.527348
64,-0.099559,1.276973,-0.047031,0.117188,-0.090555,0.404833
65,-0.194572,1.428017,-0.039623,-0.085228,-0.063921,0.149149
66,-0.261374,0.985523,0.121794,-0.178446,-0.021307,-0.311615
67,-0.261374,0.985523,0.121794,-0.178446,-0.021307,-0.311615
68,-0.139657,0.180426,0.221272,-0.191763,0.021307,-0.591269
69,-0.083802,-0.605175,0.188284,-0.194426,0.085228,-0.580615
70,-0.148824,-1.184804,0.008547,-0.122515,0.095881,-0.255684
71,-0.194251,-1.03992,-0.155777,-0.063921,0.087891,0.101208
72,-0.179176,-0.401938,-0.215888,0.034624,0.005327,0.490061
73,-0.23457,0.516353,-0.291117,0.127842,-0.098545,0.508704
74,-0.109022,0.952842,-0.025623,0.263674,-0.162466,0.300961
75,0.049564,1.171947,0.171408,0.021307,-0.095881,0.066584
76,-0.069088,0.920284,0.087181,-0.20508,-0.034624,-0.149149
77,-0.329693,0.247644,0.185178,-0.19709,-0.018644,-0.404833
78,-0.025742,-0.322603,0.361372,0.005327,0.074574,-0.535338
79,-0.184951,-1.017856,0.006819,-0.133169,0.122515,-0.292971
80,-0.164648,-1.078731,-0.116598,0.01598,0.087891,-0.055931
81,-0.135201,-0.695493,-0.127073,0.117188,0.055931,0.255684
82,-0.135201,-0.695493,-0.127073,0.117188,0.055931,0.255684
83,-0.143193,0.801476,-0.135955,0.210406,-0.077238,0.452773
84,-0.154377,1.185193,-0.124948,0.085228,-0.077238,0.24503
85,-0.284174,1.010912,-0.114138,0.053267,-0.045277,-0.095881
86,-0.15235,0.625526,0.146866,0.135832,-0.058594,-0.399506
87,-0.085028,0.113258,0.350395,-0.090555,-0.055931,-0.468754
88,-0.229593,-0.655822,0.268897,-0.178446,0.039951,-0.415486
89,-0.203063,-1.116147,0.220174,0.050604,0.058594,-0.26101
90,0.05362,-0.993245,0.073072,0.135832,0.093218,0.103872
91,0.05362,-0.993245,0.073072,0.135832,0.093218,0.103872
92,-0.255752,0.502013,-0.206722,0.207743,0.026634,0.567298
93,-0.255752,0.502013,-0.206722,0.207743,0.026634,0.567298
94,-0.04259,1.214616,-0.271332,0.00799,-0.018644,0.167792
95,-0.219388,1.121405,-0.182135,-0.101208,-0.079901,-0.125179
96,-0.219388,1.121405,-0.182135,-0.101208,-0.079901,-0.125179
97,-0.162921,-0.070385,0.244703,-0.234377,-0.074574,-0.503377
98,-0.162921,-0.070385,0.244703,-0.234377,-0.074574,-0.503377
99,-0.208225,-0.871569,0.426556,0.02397,-0.018644,-0.476744
