,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,-0.592124,-0.39274,-1.411327,-0.306288,0.354229,-0.143822
1,-0.592124,-0.39274,-1.411327,-0.306288,0.354229,-0.143822
2,0.330361,0.144771,-0.982163,-0.133169,0.22106,0.21307
3,0.834415,-0.359371,-0.141869,0.210406,0.173119,0.311615
4,2.385987,0.866971,0.073025,-0.239704,0.905547,1.13726
5,2.385987,0.866971,0.073025,-0.239704,0.905547,1.13726
6,0.556966,5.598286,-3.054164,-4.165514,2.543521,-0.058594
7,0.111055,1.159097,-4.465828,-2.852472,3.369166,-1.864361
8,0.628035,-1.204296,-3.861423,-2.23457,3.017601,-1.933608
9,0.628035,-1.204296,-3.861423,-2.23457,3.017601,-1.933608
10,-1.369799,-0.770784,-3.170381,-1.744509,1.920292,-0.527348
11,-1.369799,-0.770784,-3.170381,-1.744509,1.920292,-0.527348
12,-2.526851,0.5262,-2.885201,-1.169221,1.819084,-0.508704
13,0.194443,0.107947,-3.837353,0.138495,-0.93218,-0.9162
14,0.194443,0.107947,-3.837353,0.138495,-0.93218,-0.9162
15,2.456769,3.48374,-5.195936,0.410159,-1.677925,-0.727101
16,8.209677,4.770407,-6.306694,1.32636,-2.050797,-1.257112
17,13.359024,-0.975222,-5.840313,1.80843,-7.587948,-2.514224
18,19.865013,-1.008089,-0.823371,4.157525,-10.40047,0.079901
19,9.976207,4.700312,6.974834,1.464855,-2.68468,0.0
20,2.27796,6.122298,2.77615,1.32636,0.276991,-0.822982
21,0.428317,1.90493,1.037491,0.292971,0.564635,-0.44212
22,-0.152973,-2.393661,-0.511128,-0.287644,0.412823,-0.303624
23,-0.796999,-0.310175,0.116607,0.274327,0.22106,0.071911
24,-0.43834,-0.406591,-0.388629,0.047941,-0.058594,0.295634
25,-0.34165,-0.324664,-0.279104,0.886903,-0.149149,0.548655
26,-0.053646,-2.599225,-0.700091,1.58737,-0.207743,0.945497
27,-0.106297,-1.90079,-0.086203,1.651291,-0.106535,1.632647
28,0.084382,-3.480524,1.007324,5.888717,0.290308,2.00552
29,0.73838,-2.470299,-1.95324,5.262824,1.363647,5.4173
30,1.291051,-0.996007,-3.849863,3.773999,1.717875,5.907361
31,4.781242,0.808646,-4.436028,2.626085,1.906975,5.124329
32,11.429852,5.719504,-8.400501,-0.836299,1.883004,-2.255877
33,23.626205,-0.609274,-7.163248,-0.977458,-8.243138,-11.516423
34,22.607058,-11.059025,17.044888,8.831743,-4.146871,-0.878913
35,-1.44032,3.183676,12.980691,-0.657853,-2.146678,1.472845
36,-1.44032,3.183676,12.980691,-0.657853,-2.146678,1.472845
37,2.667098,-2.473321,2.138011,-0.508704,-1.012082,1.494152
38,5.121405,-2.107966,2.630908,-0.269001,-1.166557,1.395607
39,5.121405,-2.107966,2.630908,-0.269001,-1.166557,1.395607
40,3.139364,-2.368119,0.54645,3.651484,-0.767051,1.680588
41,3.139364,-2.368119,0.54645,3.651484,-0.767051,1.680588
42,3.287919,-2.448763,-0.605729,3.784653,-0.498051,2.098738
43,2.91,-3.091514,-1.979737,2.436986,-0.082565,2.668699
44,1.296037,-2.873041,-3.743005,1.147914,-0.03196,3.286602
45,-0.321187,1.508345,-0.343213,0.183773,-0.468754,3.076195
46,2.221088,4.1512,-4.039292,-1.379627,-0.631219,0.604586
47,10.729059,7.438344,4.460332,0.719111,-0.03196,-1.182537
48,8.691158,6.44864,4.098729,2.23457,-0.26101,-2.711313
49,11.960352,-3.50497,10.528778,-1.190528,-5.907361,-10.87455
50,7.371729,-15.484932,6.844734,-1.107963,-0.039951,-0.668507
51,0.748106,-2.198915,2.229429,-0.258347,1.249122,1.813757
52,1.431398,1.249523,2.180298,-0.053267,0.042614,1.424904
53,0.744652,-0.748438,1.13365,-0.41815,0.298298,0.950824
54,-0.846807,1.193548,1.459524,0.045277,0.724437,0.822982
55,-1.052182,0.94499,-0.18363,-0.604586,0.910873,0.178446
56,-1.165689,1.501137,-0.485835,0.681823,0.945497,-0.194426
57,0.433908,-0.029284,-1.620737,0.189099,1.036052,-1.134597
58,0.882093,-0.255995,-1.440937,0.308951,1.198518,-1.512796
59,0.985155,-1.238738,-1.194234,0.553982,1.182537,-1.707222
60,0.648418,-0.866406,-0.830617,1.214498,1.536766,-1.627321
61,3.899149,-0.023492,-2.067071,0.332922,3.13479,-2.010846
62,7.560155,1.900606,-3.25931,-0.322268,4.948546,-1.651291
63,7.560155,1.900606,-3.25931,-0.322268,4.948546,-1.651291
64,-2.456701,11.201593,-8.449867,0.556645,5.076388,-1.861697
65,-1.483189,7.655206,-11.807385,-3.313236,5.308102,-3.563592
66,22.920322,-23.472906,-11.233436,5.547805,1.478172,-10.051568
67,3.060077,7.535774,8.801806,1.142587,-0.894893,0.00799
68,3.060077,7.535774,8.801806,1.142587,-0.894893,0.00799
69,2.421898,-2.77754,0.093905,-0.46609,0.788358,-0.953487
70,2.977151,-4.97901,-1.650281,-0.729764,1.36631,-0.085228
71,-2.120728,-2.890356,-5.399641,-0.117188,-0.420813,2.042807
72,-2.268824,-2.145586,-5.004798,1.222488,-2.421006,2.876442
73,-0.953892,2.459846,-0.837604,2.70865,-3.212027,4.650249
74,0.791682,3.756833,-4.100883,1.728529,-2.04547,4.365268
75,4.144262,0.914715,-7.12421,3.156097,-1.739182,2.895086
76,9.44901,-0.466456,-2.535893,4.644922,-1.227815,2.032153
77,9.44901,-0.466456,-2.535893,4.644922,-1.227815,2.032153
78,27.1101,-14.890586,11.579243,-4.322654,-12.440613,-16.108078
79,27.1101,-14.890586,11.579243,-4.322654,-12.440613,-16.108078
80,-0.770033,-3.879798,4.702202,1.77647,-0.953487,1.496815
81,-0.770033,-3.879798,4.702202,1.77647,-0.953487,1.496815
82,1.193033,-3.140595,2.480589,1.233142,-0.777705,1.416914
83,-1.369049,-1.784713,2.469172,0.370209,-0.202416,0.623229
84,-0.896211,-2.831454,2.497622,1.147914,-0.239704,0.375536
85,-2.003327,-2.541593,2.336832,0.620566,-0.082565,0.383526
86,-1.24072,-1.958757,2.321746,1.432895,-0.002663,0.846953
87,-0.790491,-3.012121,0.184069,0.649863,0.615239,0.745744
88,0.234605,-5.007889,-2.737345,-0.234377,0.727101,1.731192
89,2.125762,-3.991669,-4.132617,0.029297,0.20508,2.796541
90,4.071154,-0.432733,-1.00963,-0.324931,-0.759061,2.993631
91,3.142996,-0.027694,1.366777,0.431466,-1.211835,2.985641
92,1.567428,0.376973,-1.156508,-1.046705,-0.878913,2.186629
93,1.869343,0.851256,-3.248166,-0.838962,-0.841626,1.392944
94,0.633303,13.531952,-14.575851,-4.53306,-2.940363,-1.278419
95,18.863441,-23.487123,16.160149,-3.987069,-3.494345,-1.432895
96,-2.562504,-1.066755,2.36296,0.471417,1.880341,2.52754
97,2.052066,-0.253191,1.181257,-1.123943,0.713784,1.667271
98,-0.427342,0.664755,0.418198,-1.249122,0.889566,1.025398
99,-0.427342,0.664755,0.418198,-1.249122,0.889566,1.025398
