,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,-0.185181,0.059288,0.25027,0.154476,0.167792,0.732428
1,-0.185181,0.059288,0.25027,0.154476,0.167792,0.732428
2,-1.319727,-1.194247,0.418052,0.047941,-0.215733,-0.050604
3,-0.921034,-1.930862,1.943855,-0.018644,-0.375536,-0.061258
4,-0.393262,-2.57544,0.86311,-0.151812,-0.300961,0.530011
5,2.171592,-3.064478,0.041929,1.065349,-0.284981,0.964141
6,1.906379,-0.794755,-0.119075,1.877678,0.250357,1.560736
7,1.945874,1.546345,-0.551245,0.607249,0.455437,1.954915
8,0.202186,3.965563,-2.054118,-0.074574,0.362219,1.302389
9,0.057081,4.336023,-1.995119,-0.428803,0.292971,0.43413
10,2.036152,3.688703,-0.797416,-0.530011,0.00799,-1.004091
11,2.232369,2.234394,0.229999,-0.300961,-0.130505,-1.917628
12,0.592406,0.028107,0.301734,-0.484734,0.135832,-2.136025
13,0.413702,-2.290781,0.752228,-1.044042,-0.114525,-1.531439
14,-0.959964,-2.945616,1.54083,-0.03196,-0.095881,-1.049369
15,-1.839904,-3.678098,1.237282,-0.24503,-0.074574,-0.021307
16,0.079297,-2.965736,0.468656,0.26101,-0.269001,0.607249
17,1.135848,-2.188146,-0.291845,0.974794,-0.042614,1.257112
18,2.058987,-0.076433,-0.895634,2.309144,0.23704,1.922955
19,2.332989,1.386892,-1.830286,1.717875,0.599259,1.989539
20,0.965041,3.151172,-3.196028,0.300961,0.878913,1.339676
21,-0.038671,4.521003,-3.088342,-0.966804,0.45011,0.519358
22,-0.038671,4.521003,-3.088342,-0.966804,0.45011,0.519358
23,2.831207,2.486039,-0.494061,-1.123943,-0.380862,-1.773806
24,2.862178,-0.556726,0.16132,-1.025398,-0.324931,-2.120045
25,0.612656,-1.519576,0.81405,-0.575289,-0.071911,-1.877678
26,-0.232411,-3.444601,0.78527,-0.977458,-0.021307,-1.406261
27,-1.85839,-3.790083,1.229026,-0.311615,-0.063921,-0.652526
28,-1.600712,-3.955271,1.101461,-0.050604,-0.162466,0.071911
29,-1.600712,-3.955271,1.101461,-0.050604,-0.162466,0.071911
30,1.520892,-3.001953,0.925935,0.22106,-0.223723,0.860269
31,2.145817,-1.256477,-0.149245,0.170456,-0.013317,1.80044
32,2.831214,0.610925,-0.919468,1.531439,0.119852,1.925618
33,1.027367,2.605527,-2.248287,0.966804,0.596595,1.683252
34,0.559046,3.894225,-2.277724,0.386189,0.460763,1.259775
35,-0.053023,4.320001,-2.131565,-0.394179,0.117188,0.476744
36,1.376187,4.067558,-1.176819,-0.183773,-0.274327,-1.001428
37,2.000977,2.196199,-0.339194,-0.969468,-0.269001,-1.883004
38,1.829936,-1.412067,0.092085,-0.90821,0.039951,-2.149342
39,1.058361,-1.936447,0.419085,-1.233142,0.263674,-1.765816
40,-0.540732,-4.18849,0.41135,-0.822982,0.173119,-1.494152
41,-1.927455,-4.252198,0.812675,-0.20508,-0.034624,-0.42614
42,-1.003842,-3.86557,0.514746,0.087891,-0.151812,0.21307
43,1.244515,-2.775119,-0.221649,0.516694,-0.23704,1.166557
44,2.699514,-1.557796,-1.314778,1.475509,-0.135832,1.880341
45,2.002816,2.015517,-1.731643,1.981549,-0.026634,2.394372
46,0.942442,3.683605,-2.149655,1.315706,0.247694,1.34234
47,0.324841,4.163456,-2.620706,0.231713,0.391516,0.506041
48,0.231426,3.739523,-2.174809,-0.607249,-0.02397,-0.207743
49,1.726868,2.692139,-1.448494,-0.085228,-0.22106,-1.283746
50,2.435244,0.733983,0.374481,-0.828309,-0.234377,-1.978886
51,-0.375078,-2.278016,0.907238,-0.274327,-0.00799,-1.827074
52,-0.246053,-3.453169,1.126817,-1.166557,0.114525,-1.022735
53,-0.246053,-3.453169,1.126817,-1.166557,0.114525,-1.022735
54,-1.112561,-3.511339,0.565774,0.034624,-0.127842,0.556645
55,-0.84343,-1.876611,0.759011,0.514031,-0.22106,0.934844
56,2.038406,-1.021288,0.20746,0.910873,-0.314278,1.177211
57,1.42709,0.793337,-0.446271,1.099973,-0.141159,1.805767
58,1.42709,0.793337,-0.446271,1.099973,-0.141159,1.805767
59,0.515937,3.327612,-2.383912,0.114525,0.308951,1.028062
60,0.515937,3.327612,-2.383912,0.114525,0.308951,1.028062
61,0.268454,3.882579,-1.581302,-0.47408,-0.146486,-0.743081
62,0.268454,3.882579,-1.581302,-0.47408,-0.146486,-0.743081
63,1.693029,1.656578,-0.465263,0.095881,-0.269001,-1.883004
64,1.944979,-0.927109,0.221139,-0.612576,-0.202416,-1.845717
65,0.31148,-2.539765,0.9047,-1.347667,0.138495,-1.3743
66,-0.162363,-3.4611,0.877139,-1.142587,0.359555,-1.099973
67,-1.146325,-4.083376,0.891801,-0.194426,0.327595,-0.844289
68,-1.151257,-3.599061,0.688166,0.24503,0.226387,0.034624
69,-0.797298,-2.283679,-0.104501,0.665843,0.00799,0.881576
70,-0.173193,-1.026367,-0.238725,0.822982,-0.181109,1.294399
71,2.933236,-0.63454,-0.63846,1.115953,-0.503377,1.582043
72,2.225966,0.996556,-0.999824,1.078666,-0.338248,2.064114
73,1.174506,3.387427,-1.765434,0.231713,-0.077238,1.470182
74,0.572853,4.536737,-2.037779,0.149149,0.034624,0.47408
75,0.549777,3.692641,-1.464331,-0.00799,-0.066584,-0.631219
76,0.834238,1.935946,-0.588506,-0.218397,-0.178446,-1.185201
77,1.69961,0.366854,0.035756,-0.308951,0.018644,-1.661945
78,0.691286,-1.010096,0.324015,-0.865596,0.135832,-1.499479
79,0.34934,-2.204163,0.639506,-0.631219,0.22905,-1.270429
80,-0.531689,-2.925705,0.6485,-0.548655,0.415486,-1.070676
81,-1.537645,-3.2944,0.695097,0.226387,0.058594,-0.43413
82,-0.969507,-2.936889,0.667037,0.255684,0.002663,0.103872
83,-0.362054,-2.293057,0.229669,0.527348,-0.308951,0.90022
84,-0.362054,-2.293057,0.229669,0.527348,-0.308951,0.90022
85,1.508544,0.446116,-0.630768,0.868259,-0.311615,1.637974
86,1.818565,1.487534,-0.761959,0.394179,-0.412823,1.890995
87,0.851822,3.260256,-0.729728,-0.045277,-0.00799,1.275755
88,0.52544,3.525271,-1.020772,-0.641873,0.087891,0.596595
89,0.059427,3.803969,-0.614697,0.242367,0.034624,-0.404833
90,0.059427,3.803969,-0.614697,0.242367,0.034624,-0.404833
91,1.609365,0.461587,-0.359242,-0.021307,0.175783,-1.779133
92,1.609365,0.461587,-0.359242,-0.021307,0.175783,-1.779133
93,1.172855,-1.085202,-0.024994,-0.836299,0.23704,-1.765816
94,0.237659,-3.287795,-0.077718,-1.185201,0.255684,-1.32636
95,-0.464765,-3.340164,0.668373,-0.298298,0.292971,-1.12128
96,-1.26937,-4.013459,0.604373,-0.284981,0.250357,-0.298298
97,-1.051951,-3.027597,0.391306,0.055931,0.039951,0.287644
98,-0.284252,-2.015142,0.130439,0.545991,-0.202416,0.894893
99,0.953456,-0.873585,-0.156042,1.033389,-0.290308,1.241132
