,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,0.951708,-1.304853,-0.944935,-0.386189,0.308951,0.098545
1,0.951708,-1.304853,-0.944935,-0.386189,0.308951,0.098545
2,6.227476,-1.22245,0.68235,-0.346238,0.298298,-1.408924
3,3.055575,-6.194563,3.135348,0.506041,-0.130505,-2.868452
4,3.055575,-6.194563,3.135348,0.506041,-0.130505,-2.868452
5,-12.628584,-3.34344,-0.721326,-0.287644,-0.226387,-0.01598
6,-12.628584,-3.34344,-0.721326,-0.287644,-0.226387,-0.01598
7,-10.702814,-5.95603,-2.646603,1.411588,-0.913537,1.619331
8,12.363288,-13.185492,-5.635094,1.715212,0.383526,5.00714
9,15.816508,18.916409,-5.256568,0.223723,-2.389045,5.286795
10,15.816508,18.916409,-5.256568,0.223723,-2.389045,5.286795
11,15.491509,18.674904,-4.324119,-0.649863,0.796348,-1.992203
12,15.639135,-10.669864,-7.434704,-0.676497,5.340062,-8.030068
13,4.684594,-16.339867,-2.99789,-1.15324,1.299726,-7.484077
14,-10.113408,-18.300135,0.86908,0.047941,-0.346238,-2.500907
15,-14.589802,-7.805737,-1.364787,-0.154476,-0.830972,2.381055
16,-3.92414,-9.429537,-3.441737,2.940363,-2.181302,5.124329
17,14.052027,-10.437023,-4.608375,2.634075,-1.13726,7.601265
18,11.089367,4.932204,-4.044923,0.977458,-1.025398,6.011232
19,9.025152,15.907438,-2.587693,-1.177211,-0.905547,-0.740418
20,16.919298,4.775748,-2.574628,-3.257305,2.780561,-5.398656
21,9.905085,-14.448891,-0.462288,1.313043,2.407689,-8.927625
22,-6.661223,-19.16847,0.539762,0.631219,-1.123943,-3.462384
23,-11.44476,-10.709771,-1.16946,-1.070676,-0.071911,1.805767
24,-5.451899,-7.03087,-1.881403,1.36631,-2.0215,4.719496
25,11.730789,-10.410752,-3.941868,3.720732,-1.36631,7.396185
26,8.389153,3.812698,-3.748829,0.948161,-0.825646,5.649013
27,6.912494,13.564032,-2.938645,-1.568726,-0.498051,-1.006755
28,10.632747,9.446201,-1.94573,-2.117381,0.841626,-5.193576
29,5.210368,-13.495461,-1.659864,-0.22905,3.15077,-6.032539
30,-5.110202,-16.21536,-2.593354,-1.339676,1.036052,-3.374493
31,-12.685026,-6.947951,0.138535,-1.150577,0.194426,0.564635
32,-8.872908,-4.699709,-1.878164,0.660516,-1.070676,2.956343
33,3.959648,-11.234664,-4.382902,1.592697,-1.8324,6.384104
34,9.35437,-1.893018,-4.131137,1.235805,-2.413016,6.13641
35,8.366066,12.983273,-2.000494,0.412823,-1.643301,0.980121
36,8.366066,12.983273,-2.000494,0.412823,-1.643301,0.980121
37,9.773332,-5.366408,-1.432769,-0.926854,3.603543,-5.84344
38,1.015129,-14.827593,-2.250166,-0.300961,1.531439,-4.498437
39,-11.880601,-10.108083,0.725786,-1.616667,0.66318,-0.958814
40,-12.690986,-3.719702,-1.619198,-0.67916,-0.364882,1.416914
41,-12.690986,-3.719702,-1.619198,-0.67916,-0.364882,1.416914
42,11.404491,-9.824696,-4.42753,1.962906,-2.452966,6.527926
43,11.404491,-9.824696,-4.42753,1.962906,-2.452966,6.527926
44,8.551016,8.868532,-2.411433,-0.151812,-0.737754,2.26653
45,7.727787,11.588933,-0.762442,-2.935037,0.269001,-2.226579
46,9.368789,2.966857,0.818803,-0.295634,2.285174,-5.372023
47,6.23943,-13.725628,-4.043531,-1.475509,4.013702,-6.541243
48,-8.643957,-16.488897,-1.283817,0.181109,-0.394179,-1.552746
49,-10.708297,-9.150533,-0.916104,-0.551318,-0.988111,1.976222
50,6.330823,-11.112832,-4.04677,2.951017,-3.028255,6.370787
51,13.044487,-7.701267,-6.932507,2.767244,-2.000193,6.807581
52,9.824709,12.631899,-4.398449,-0.372872,-0.234377,1.310379
53,10.405377,10.468629,-1.1859,-1.507469,0.127842,-3.523642
54,12.041463,1.032768,-0.193917,-0.588605,2.703323,-6.701046
55,3.109717,-13.784058,-1.246331,-0.423476,1.627321,-5.64635
56,-8.556449,-15.743752,-0.344386,-0.508704,0.002663,-0.966804
57,-7.078353,-7.183931,-0.604548,0.543328,-1.552746,3.126799
