,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,1.463566,1.782945,-0.817491,0.082565,0.159802,0.095881
1,1.463566,1.782945,-0.817491,0.082565,0.159802,0.095881
2,6.169349,8.098975,-5.628303,-2.671363,0.282318,-1.502142
3,12.296801,0.205007,-1.64851,-3.390473,3.235998,-2.567491
4,11.157435,-6.774211,-5.80718,-4.602308,4.652912,-3.949781
5,-2.557462,-16.85775,-3.233827,-0.788358,0.242367,-4.551704
6,-15.083504,-13.160147,2.348255,-0.673833,-0.154476,-0.029297
7,-15.674061,-9.306591,-4.456994,-1.387617,-0.135832,3.563592
8,16.076803,-10.505504,-5.453126,4.7701,-3.259968,7.633226
9,21.358442,-9.962763,-5.379484,5.20423,-4.008376,7.963484
10,21.358442,-9.962763,-5.379484,5.20423,-4.008376,7.963484
11,12.536055,12.447036,-4.751848,-2.399699,1.294399,-2.138688
12,14.006068,-1.866807,-0.689346,-0.01598,2.839155,-6.256262
13,14.006068,-1.866807,-0.689346,-0.01598,2.839155,-6.256262
14,8.008252,-12.989611,-2.261858,-0.314278,2.543521,-6.077816
15,-9.272488,-12.730709,0.450391,-0.500714,-0.388852,-2.868452
16,-21.334122,-0.43371,0.198265,-0.287644,-0.380862,0.490061
17,-0.657898,-14.167108,-4.930368,0.585942,0.018644,3.483691
18,12.633326,5.847771,-6.33204,2.066777,-0.567298,5.598409
19,12.633326,5.847771,-6.33204,2.066777,-0.567298,5.598409
20,12.393003,12.585959,-8.01333,-1.099973,-0.093218,0.988111
21,17.29112,12.047786,-2.690122,-2.450303,1.315706,-4.73015
22,13.891622,-11.619503,1.290823,-0.633883,3.736712,-9.201952
23,8.104223,-17.21151,0.181764,-1.233142,0.503377,-6.884818
24,-14.726233,-12.102817,0.177189,-1.560736,-0.492724,-0.476744
25,-18.143925,-9.124188,-0.425785,-0.617902,-0.910873,2.000193
26,6.673007,-13.026332,-6.422743,2.130698,-1.478172,6.304203
27,17.278278,-10.070143,-6.270027,3.800633,-2.386382,8.488169
28,7.947095,11.88269,-4.087519,-0.415486,-0.468754,3.536959
29,10.027427,17.553703,-2.570838,-0.463427,-1.331686,-2.221253
30,9.233693,5.521374,-0.353273,-3.113483,3.001621,-4.71417
31,11.345738,-14.377306,-0.817001,-1.616667,3.086849,-9.175319
32,6.662699,-18.323002,-3.65099,1.158567,1.123943,-4.812714
33,-11.768057,-11.67187,-2.586948,0.01598,-1.32636,0.388852
34,-11.768057,-11.67187,-2.586948,0.01598,-1.32636,0.388852
35,3.761086,-11.734545,-8.30096,0.4581,-2.570154,7.180452
36,19.320004,-9.794447,-6.70408,2.796541,-3.046898,8.986219
37,14.394332,14.176589,-2.473159,-0.002663,-1.510132,2.948354
38,15.024952,16.043823,-2.070768,-1.134597,0.985448,-2.900413
39,15.305217,-0.234119,0.566904,-1.107963,5.577102,-5.545142
40,10.597512,-15.843071,-10.974634,-2.444976,5.566449,-8.368317
41,8.351728,-20.41145,-19.197697,-4.120237,4.612961,-5.641023
42,-11.70877,-19.54021,-11.347899,1.909638,-1.478172,-0.822982
43,-11.70877,-19.54021,-11.347899,1.909638,-1.478172,-0.822982
44,13.068705,-12.503189,-17.786755,4.349288,-1.896321,8.315049
45,13.068705,-12.503189,-17.786755,4.349288,-1.896321,8.315049
46,20.379496,-9.862377,-10.164472,3.587563,-3.526305,10.922491
