,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,2.221946,-0.783638,0.142401,0.055931,0.071911,0.226387
1,2.221946,-0.783638,0.142401,0.055931,0.071911,0.226387
2,-7.704172,-4.569924,2.447367,-0.44212,0.010653,-1.978886
3,-10.204578,-7.286369,-0.526095,0.22106,-0.141159,0.181109
4,2.69948,-11.371817,-3.895602,2.96167,-0.969468,4.186821
5,17.69389,-10.019962,-5.755945,3.089512,-1.275755,7.553325
6,13.429123,6.271763,-8.266397,1.574053,-0.713784,4.834021
7,13.429123,6.271763,-8.266397,1.574053,-0.713784,4.834021
8,13.158327,9.563961,-6.144929,-2.620759,1.241132,-5.276141
9,9.65859,-11.845804,-0.473718,-1.025398,1.893658,-7.180452
10,-7.56682,-12.579346,0.285955,-0.239704,-0.090555,-3.478365
11,-15.388742,-6.489952,-0.190517,-0.886903,0.242367,0.455437
12,-6.604001,-7.108162,-2.124021,0.844289,-0.998765,3.297255
13,-6.604001,-7.108162,-2.124021,0.844289,-0.998765,3.297255
14,12.061059,0.794457,-4.024847,0.940171,-0.601922,5.752885
15,12.061059,0.794457,-4.024847,0.940171,-0.601922,5.752885
16,7.156232,12.062464,-5.088419,-0.308951,-0.729764,-1.329023
17,8.011922,8.872772,-5.335676,-2.399699,1.086656,-4.373258
18,13.433666,-8.316735,-3.08514,-2.303817,4.003049,-7.097888
19,0.865107,-16.975437,-3.003674,-1.262439,0.588605,-5.238854
20,-15.525042,-9.534504,1.024474,-1.835064,0.316941,0.66318
21,-10.233915,-9.265916,-2.369154,1.006755,-1.805767,3.422434
22,9.195869,-11.11019,-2.949498,4.399891,-1.520786,6.405411
23,15.925344,-4.859624,-5.273434,3.606206,0.210406,6.205658
24,7.069539,13.138102,-4.807694,-2.146678,-0.087891,0.865596
25,8.348442,11.909311,-1.167257,-1.033389,0.00799,-3.670127
26,10.580294,-4.863139,-1.212052,-2.836492,3.102829,-7.159145
27,-3.736074,-15.333521,3.841055,-0.042614,-0.881576,-4.716833
28,-10.878026,-13.279336,2.600813,-1.294399,0.340912,0.239704
29,-3.676805,-7.234417,-2.067421,0.881576,-1.568726,4.426525
30,13.422832,-10.033811,-3.07971,3.068205,-1.241132,6.522599
31,11.358536,2.432379,-4.76154,1.107963,0.335585,4.945883
32,6.891267,10.915147,-4.862567,-0.532675,-0.125179,-1.38229
33,11.29808,7.058714,-2.639935,-1.912302,0.037287,-5.627706
34,10.886322,-10.407839,-0.571631,-1.797777,2.24256,-7.116531
35,-0.546267,-16.333815,-0.936161,-1.310379,1.060022,-4.826031
36,-11.862338,-10.233715,1.305822,-1.15324,0.173119,0.223723
37,-11.862338,-10.233715,1.305822,-1.15324,0.173119,0.223723
38,8.481867,-10.903373,-2.924402,3.118809,-1.749836,6.594511
39,11.795431,-0.82764,-5.111199,0.846953,-0.359555,6.794263
40,11.795431,-0.82764,-5.111199,0.846953,-0.359555,6.794263
41,9.62163,10.213011,-4.476669,1.219825,-0.402169,0.460763
42,13.076652,-3.694826,-0.712183,-0.6472,1.960242,-6.34149
43,13.076652,-3.694826,-0.712183,-0.6472,1.960242,-6.34149
44,-14.025946,-9.459988,0.931274,0.396843,-0.4581,-0.801675
45,-14.025946,-9.459988,0.931274,0.396843,-0.4581,-0.801675
46,-12.636258,-4.014316,-0.06928,-0.210406,-0.969468,1.57938
47,5.06265,-11.397467,-2.134412,5.137646,-2.538194,4.722159
48,11.476304,-10.369916,-3.961535,2.623422,0.175783,5.904697
49,9.23195,8.411849,-5.475656,0.364882,0.500714,3.457058
50,13.10746,0.927722,-1.206708,-0.335585,1.542093,-5.85942
51,13.10746,0.927722,-1.206708,-0.335585,1.542093,-5.85942
52,-0.65414,-12.834628,-1.240264,-1.928282,2.729957,-5.782182
53,-14.592692,-12.157019,0.063976,-1.315706,0.577952,-1.664608
54,-9.652962,-3.690944,-0.269157,1.475509,-1.438221,2.532867
55,2.285077,-11.026693,-2.602691,1.787123,-1.717875,4.836685
56,12.50435,-6.389175,-4.927712,1.55541,-0.764388,4.98317
57,7.899374,11.007549,-2.978043,-0.559308,-0.034624,0.44212
58,7.870136,8.598926,-1.828915,-0.719111,0.822982,-4.090941
59,8.034016,-10.356581,-2.300406,-1.837727,2.801868,-5.481221
60,-4.053874,-14.410095,0.83658,-0.479407,0.684487,-3.976415
61,-11.113731,-10.777903,2.550162,-0.551318,0.380862,-1.094646
62,-8.408858,-4.522783,-0.772666,1.414251,-1.313043,2.285174
63,8.682655,-10.603638,-5.052769,2.466283,-1.672598,6.016559
64,11.080595,3.694521,-6.288447,-0.127842,-0.375536,5.052418
65,7.031618,10.690029,-1.742142,0.9162,-1.073339,0.564635
66,10.125511,7.470233,-1.558093,-1.171884,1.012082,-4.274713
67,10.085585,-7.194067,-3.750647,-2.820512,3.718068,-5.694291
68,2.396704,-15.407652,-0.949095,-1.992203,0.00799,-5.6863
69,-13.080339,-11.071421,3.555292,-2.130698,0.250357,-0.157139
70,-10.709501,-6.544721,-0.626881,0.114525,-0.431466,3.116146
71,-0.136473,-6.801473,-6.062816,4.588991,-2.943027,5.888717
72,14.601121,-8.861425,-5.830895,4.676882,-1.861697,5.89937
73,10.558291,9.903763,-5.060756,-0.327595,0.111862,1.867024
74,8.282672,9.695986,-2.011501,-0.769715,0.833636,-4.06697
75,10.838271,-2.452496,-1.274383,-1.195854,1.933608,-6.280232
76,10.838271,-2.452496,-1.274383,-1.195854,1.933608,-6.280232
77,-1.12294,-14.56124,1.509899,-0.830972,0.202416,-4.538387
78,-12.720577,-8.881319,4.04067,-1.79245,-0.002663,-0.721774
79,-11.289421,-5.533914,3.051191,0.324931,-0.580615,2.223916
80,8.414588,-10.581888,-3.863872,2.719303,-0.820319,5.947311
81,14.391207,-10.245263,-5.433517,3.105492,-0.415486,6.152391
82,9.668654,9.616966,-4.755169,0.503377,-0.19709,2.141352
83,8.134576,10.569368,-3.017313,-1.933608,-0.095881,-2.218589
84,15.128651,4.280697,-2.886732,-1.8324,1.526112,-5.742231
85,3.332233,-13.973597,3.168759,0.90022,-0.852279,-6.298876
86,-11.155935,-13.746769,4.292092,-2.588798,0.583279,-2.618095
87,-12.765718,-7.094837,0.155046,-1.251785,-0.133169,1.275755
88,-4.288213,-8.875654,-1.127304,-0.095881,-1.201181,3.052225
89,16.410984,-10.444338,-3.324964,3.763346,-1.014745,6.157717
90,11.345117,1.453572,-4.830971,1.038715,-0.609912,5.561122
91,8.734665,12.539498,-4.713674,-0.010653,-0.330258,0.836299
92,11.664628,7.914658,-3.547131,-1.590033,0.993438,-3.42776
93,12.536871,-10.456187,-1.997421,-1.933608,3.747365,-6.320183
94,-7.077502,-13.672698,-3.083156,0.759061,0.918864,-3.491681
95,-12.811468,-6.135539,-0.729235,-0.849616,-0.356892,0.604586
96,-6.263309,-3.015144,-2.1701,0.756398,-1.909638,3.489018
97,8.318001,-9.993502,-3.156351,2.735284,-2.383719,5.926004
98,9.266587,1.553208,-3.758828,0.093218,-0.881576,3.960435
99,7.245494,8.805635,-4.066924,-0.045277,-0.002663,-0.162466
