,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,-0.166323,0.768712,-0.344511,0.218397,0.135832,0.162466
1,-0.166323,0.768712,-0.344511,0.218397,0.135832,0.162466
2,-0.2273,-0.67796,-1.588044,2.141352,0.250357,1.80843
3,0.081961,-1.7043,-1.705492,2.189292,-0.178446,1.957579
4,2.985319,-4.782449,-0.595928,2.375728,-0.359555,2.815185
5,3.714295,-4.911507,0.224886,3.065542,-0.351565,3.859227
6,5.123566,-4.11023,-0.525214,5.350716,-0.428803,4.623615
7,5.123566,-4.11023,-0.525214,5.350716,-0.428803,4.623615
8,1.934277,1.745573,-5.088161,5.079052,-1.645964,0.335585
9,1.934277,1.745573,-5.088161,5.079052,-1.645964,0.335585
10,9.595146,11.314085,-4.750675,3.760682,1.331686,-3.848573
11,23.008554,-25.233425,-23.68985,-12.640367,0.921527,-13.050526
12,1.483718,-7.924374,-5.860971,-0.982784,-1.134597,1.134597
13,3.472195,-2.72069,-1.196967,-0.287644,-3.576909,2.226579
14,2.296354,9.528614,10.394205,2.162659,-3.025591,2.426333
15,1.516054,5.643556,7.442099,1.254448,-0.423476,0.538001
16,0.167128,-2.722611,3.25005,2.841819,2.319798,-2.887096
17,-0.257412,-6.541776,-4.343818,2.4796,4.887289,-2.25854
18,3.620402,-5.025591,-7.14101,-0.543328,5.547805,-0.082565
19,5.229559,-0.867023,-8.357567,-3.61686,4.929903,4.868645
20,5.500012,10.007272,-7.364091,0.44212,1.448875,3.574246
21,15.311742,9.903418,-6.903203,0.897557,2.229243,-7.795692
22,29.126005,-13.159349,-13.580918,-2.578145,9.478943,-17.506348
23,-2.632734,-5.378293,-0.10672,1.515459,-4.277376,1.387617
24,3.452442,-5.104196,-3.118879,3.520979,-6.147064,1.006755
25,14.532681,6.174933,-5.32495,7.388196,-5.744895,3.377157
26,13.888377,11.841068,-5.667622,3.265295,-0.165129,3.305245
27,19.515387,9.966466,1.15753,-1.459528,-11.955879,-17.876556
28,14.803753,-23.48326,-9.498877,-9.281854,2.508897,-0.783032
29,0.093219,4.091079,3.823942,-1.403597,1.14525,3.515652
30,0.093219,4.091079,3.823942,-1.403597,1.14525,3.515652
31,-0.604349,2.601892,2.6884,0.01598,1.475509,2.666036
32,-2.154403,-1.411717,-0.766432,2.25854,1.949589,1.345003
33,-2.154403,-1.411717,-0.766432,2.25854,1.949589,1.345003
34,-2.51304,-1.543298,-0.484173,1.1053,2.085421,1.675261
35,1.442817,-0.668542,-3.083846,-0.055931,1.984213,1.57139
36,4.344946,8.372691,-4.249536,1.187864,2.048133,1.123943
37,13.324367,10.160916,-3.608333,-0.378199,-4.192148,-16.98699
38,17.409658,-17.889948,-13.640844,4.05898,-0.039951,-1.187864
39,2.611435,-9.428535,-0.891095,-0.463427,-3.800633,0.822982
40,-1.136499,-9.499942,1.492724,2.540857,-2.90574,1.041379
41,0.782392,-0.209133,1.041597,6.506619,0.23704,1.760489
42,1.273306,-0.033153,-1.38902,2.237233,1.368974,2.2905
43,2.558389,1.74961,-0.07709,-0.620566,2.285174,2.812522
44,3.736392,1.639422,-1.549422,-0.929517,2.543521,2.500907
45,7.837251,10.232243,5.296674,-4.96719,2.658046,0.961478
46,19.433733,11.837156,-18.940058,-3.286602,9.449646,1.432895
47,13.42026,-10.592106,-16.557545,11.103601,-6.085806,-2.785888
48,9.13287,-6.546259,2.313098,4.780754,-9.433665,-1.696568
49,25.871246,4.37481,0.955793,8.770486,-9.76126,3.113483
50,15.75037,7.134476,1.65684,-4.461149,-8.000772,1.057359
51,15.526218,11.56846,10.209234,-1.877678,-3.83792,-11.042342
52,23.327515,-26.301262,7.774971,-3.37982,0.034624,-9.140695
53,1.82758,-3.490665,-1.463832,0.002663,1.851044,3.816613
54,4.277356,-0.870008,0.359625,-2.26653,0.029297,3.3958
55,1.175496,6.472088,5.845071,0.88424,1.763153,3.073532
56,-0.528067,-2.115764,7.542927,0.817655,2.68468,0.324931
57,0.900786,-5.902359,5.823278,1.970896,4.322654,-1.193191
58,4.122,-6.360045,-3.144079,-0.24503,5.145636,0.538001
59,9.269766,1.716279,-5.121481,1.507469,3.020264,3.576909
60,9.990976,10.116263,-13.729032,0.902883,2.239896,3.723395
61,25.509972,5.764475,-13.135656,-7.638553,-4.138881,-18.957886
62,11.010164,-14.718886,-5.800932,5.664993,-3.486355,-0.420813
63,8.504203,-8.31531,1.359333,1.872351,-5.337399,1.781796
64,1.949031,2.000507,5.318978,6.522599,-1.403597,2.793878
65,-0.702096,-0.497372,3.211233,0.942834,0.649863,-1.499479
66,-0.702096,-0.497372,3.211233,0.942834,0.649863,-1.499479
67,4.710939,-2.723209,-1.315811,-1.680588,2.91373,-0.942834
68,4.328833,4.452553,-5.372076,-3.425097,5.18026,1.606014
69,4.328833,4.452553,-5.372076,-3.425097,5.18026,1.606014
70,5.067588,2.482691,0.302103,-7.28965,2.721967,4.346624
71,19.24957,11.670509,-1.172513,-0.41815,5.398656,-3.318562
72,20.089771,-9.122946,-17.258856,-3.305245,18.212141,-0.977458
73,7.918431,-5.830237,2.82963,6.157717,-7.816999,-1.001428
74,11.660852,-1.576441,-1.158697,4.415872,-8.538773,1.099973
75,8.655474,3.559962,-0.654286,1.994866,-6.503956,3.057552
76,11.951458,6.278144,-5.482271,-2.828502,-7.555988,-2.157332
77,11.614944,14.333215,3.720725,-5.577102,-10.174083,-7.183116
78,10.511136,-6.91396,18.687325,1.16123,10.592233,-9.867795
79,1.244979,-5.207451,-3.798078,2.104064,0.716447,3.872544
80,8.326054,11.277771,11.060687,2.46362,0.868259,2.908403
81,7.594046,-1.447109,4.799343,-1.009418,1.491489,-1.363647
82,1.008481,-10.578851,0.955722,2.743274,5.153626,-2.508897
83,7.235857,-8.496178,-5.145403,-3.534295,4.06697,2.389045
84,7.390644,0.683891,-4.636046,2.508897,2.255877,5.878063
85,1.753438,11.156827,-3.400038,1.009418,3.843247,5.795499
86,18.318577,9.94191,-6.152968,-4.591654,-2.796541,-16.121393
87,29.023777,-18.186668,-14.530646,11.929246,-0.910873,-8.666615
88,10.009113,-15.106774,-4.026683,1.099973,-4.261396,2.889759
89,6.449137,-7.587767,-3.835455,3.827267,-7.124522,3.347859
90,4.157961,5.051556,2.618586,-1.243795,-3.046898,2.764581
91,5.110259,13.490128,-4.081799,-0.135832,-2.974987,0.159802
92,19.045622,11.037158,4.292287,-0.141159,-7.870266,-14.629906
93,18.969835,-21.35238,-1.757158,-8.496159,2.317134,1.227815
94,7.09777,3.058366,-1.437977,-3.251978,2.817848,6.091133
95,7.09777,3.058366,-1.437977,-3.251978,2.817848,6.091133
96,5.988524,0.941732,-5.033005,-1.251785,5.936657,2.090747
97,6.835404,0.185777,-4.122738,-0.732428,5.694291,-0.346238
98,3.84588,0.68532,-12.87181,-2.863126,8.536109,2.413016
99,3.84588,0.68532,-12.87181,-2.863126,8.536109,2.413016
