,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,-0.39606,-0.686878,-0.350328,-0.157139,-0.058594,0.151812
1,-0.39606,-0.686878,-0.350328,-0.157139,-0.058594,0.151812
2,-0.268022,0.10351,-1.281489,0.274327,-0.471417,0.332922
3,0.353698,0.251851,-1.933435,-0.311615,-0.535338,0.082565
4,0.019509,0.679806,-1.08071,-0.122515,-0.45011,0.114525
5,0.046675,-0.521236,-0.007501,-0.487397,-0.127842,0.135832
6,1.473942,-3.115834,0.48972,-0.506041,-0.039951,0.231713
7,1.11252,-1.315358,0.536458,-0.444783,0.556645,0.996101
8,0.788665,-0.939864,0.688567,0.135832,1.14525,1.440885
9,1.331374,-4.225885,1.755178,0.68715,1.723202,1.920292
10,2.174909,-6.186372,3.566515,2.010846,1.883004,2.799205
11,2.174909,-6.186372,3.566515,2.010846,1.883004,2.799205
12,5.033994,-2.549765,-4.751417,3.590226,2.306481,4.045663
13,5.033994,-2.549765,-4.751417,3.590226,2.306481,4.045663
14,5.323122,-0.590637,-5.23685,4.114911,3.315899,4.269386
15,4.41245,-3.106727,-6.356656,2.357085,2.010846,2.51955
16,1.978044,-0.76267,-3.204438,1.419578,1.486162,2.026827
17,2.352644,1.697176,-3.857822,-0.335585,2.564828,1.416914
18,6.244677,10.847278,-15.19386,-3.299919,3.385147,-1.640638
19,19.513924,-7.056283,-8.624824,-4.458486,-8.211178,-13.716369
20,6.7642,-12.887537,7.02928,2.341105,0.367545,1.504805
21,-1.788132,-5.218414,2.618904,-0.061258,-0.950824,0.159802
22,1.075759,-5.820421,0.126519,-0.335585,-1.115953,0.087891
23,1.233284,-4.384105,0.434062,0.194426,-1.869688,0.039951
24,-0.453586,-2.673153,2.143112,0.319605,-0.9162,0.636546
25,-0.453586,-2.673153,2.143112,0.319605,-0.9162,0.636546
26,-0.338429,-2.291076,-0.505549,-0.119852,-0.751071,0.860269
27,-0.649726,-2.718932,-1.463775,-0.058594,-0.926854,1.14525
28,-0.895786,-1.602981,-0.672764,-0.047941,-0.985448,1.155904
29,-0.492988,-2.804397,-0.108103,0.026634,-0.910873,1.267765
30,-0.381195,-2.992984,-0.650058,-1.017408,-0.982784,1.347667
