,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,-0.813905,0.825666,0.032712,0.021307,0.122515,0.775041
1,-0.813905,0.825666,0.032712,0.021307,0.122515,0.775041
2,-0.424628,-1.305033,0.82617,-0.372872,-0.045277,0.383526
3,0.316895,-0.507693,0.218569,0.02397,-0.130505,0.588605
4,0.22858,0.028821,0.586313,0.066584,-0.263674,0.817655
5,-0.162312,0.871541,1.138116,0.210406,-0.324931,0.804339
6,-0.162312,0.871541,1.138116,0.210406,-0.324931,0.804339
7,0.002101,1.17392,0.85582,0.178446,-0.127842,-0.125179
8,0.115463,0.792781,0.728667,-0.042614,0.039951,-0.362219
9,-0.213192,0.109771,0.429804,-0.053267,0.167792,-0.492724
10,-0.170978,-0.536271,0.362009,-0.063921,0.101208,-0.543328
11,-0.19408,-0.991322,0.196918,-0.087891,0.109198,-0.375536
12,-0.735282,-1.194219,0.342182,0.143822,-0.018644,-0.194426
13,-0.735282,-1.194219,0.342182,0.143822,-0.018644,-0.194426
14,0.158854,-1.309782,0.47486,0.356892,-0.01598,-0.058594
15,0.535213,-0.778274,0.202399,0.061258,-0.090555,0.444783
16,-0.002833,0.622438,0.298646,0.367545,-0.308951,0.852279
17,0.356598,1.528401,0.390574,0.410159,-0.143822,0.540665
18,0.267763,1.68107,0.248396,-0.018644,-0.079901,0.375536
19,-0.046865,1.590526,0.401889,0.22106,-0.071911,-0.114525
20,0.213943,1.094367,0.472026,0.013317,0.03196,-0.487397
21,0.07373,0.362506,0.314907,-0.67117,0.093218,-0.367545
22,-0.272301,-0.381255,0.539841,-0.061258,0.03196,-0.68715
23,0.182515,-0.897944,0.133732,-0.362219,0.157139,-0.617902
24,-1.154123,-1.901395,0.061834,-0.263674,-0.010653,-0.242367
25,0.027075,-1.701837,0.289135,0.330258,-0.002663,0.026634
26,-0.165281,-0.880269,0.002912,-0.103872,-0.00799,0.697804
27,0.467589,0.753131,0.262846,0.202416,-0.282318,0.92419
28,0.340399,1.418083,0.468662,0.029297,-0.284981,0.692477
29,0.344565,1.545642,0.655104,-0.002663,-0.226387,0.335585
30,-0.042749,1.570619,0.780502,-0.053267,-0.013317,-0.194426
31,0.037069,0.907102,0.775618,-0.021307,0.127842,-0.625893
32,0.294207,-0.348287,0.353227,-0.186436,0.295634,-0.852279
33,0.083426,-1.066452,-0.12914,-0.19709,0.276991,-0.668507
34,-0.037534,-0.760048,-0.160335,-0.159802,0.191763,-0.276991
35,-0.406937,-0.623943,-0.040013,-0.125179,0.03196,-0.162466
36,-0.413721,-0.767604,0.143868,0.287644,-0.058594,-0.082565
37,-0.413721,-0.767604,0.143868,0.287644,-0.058594,-0.082565
38,0.363718,-0.283528,-0.015822,0.189099,-0.258347,0.684487
39,-0.265478,0.956958,0.38275,0.186436,-0.282318,0.673833
40,-0.156517,1.369015,0.57906,0.170456,-0.186436,0.383526
41,0.000758,1.33681,0.645173,0.098545,-0.095881,0.101208
42,0.000758,1.33681,0.645173,0.098545,-0.095881,0.101208
43,-0.178432,0.350001,0.375185,0.026634,0.191763,-0.455437
44,-0.178432,0.350001,0.375185,0.026634,0.191763,-0.455437
45,-0.171692,-0.115913,0.020747,-0.037287,0.223723,-0.522021
46,-0.200395,-0.439364,-0.095996,0.093218,0.191763,-0.516694
47,-0.214544,-1.095621,-0.044201,0.119852,-0.042614,0.170456
48,-0.214544,-1.095621,-0.044201,0.119852,-0.042614,0.170456
49,-0.153174,-0.944781,-0.085359,0.173119,-0.141159,0.391516
50,0.063053,0.816631,0.115953,0.263674,-0.247694,0.825646
51,0.063053,0.816631,0.115953,0.263674,-0.247694,0.825646
52,0.179371,1.519381,0.399812,0.282318,-0.154476,0.511368
53,0.051857,1.889705,0.442761,-0.010653,0.034624,0.138495
54,0.053935,1.550083,0.286063,-0.22905,0.181109,-0.276991
55,0.497457,0.440191,-0.084761,-0.412823,0.306288,-0.759061
56,0.312984,-0.05457,-0.35609,-0.684487,0.290308,-0.668507
57,-0.45548,-0.810432,-0.404778,-0.359555,0.183773,-0.66318
58,-0.423346,-1.494622,-0.211229,-0.199753,0.085228,-0.532675
59,-0.586515,-1.732656,-0.072551,-0.300961,0.061258,-0.077238
60,-0.096851,-1.590913,0.142581,-0.053267,-0.063921,0.351565
61,0.27982,-0.410262,0.216922,0.061258,-0.130505,0.822982
62,0.105545,0.311241,0.141725,0.23704,-0.125179,0.812329
63,0.213485,1.229623,0.065881,0.370209,-0.061258,0.769715
64,-0.033018,1.812892,0.223909,-0.029297,-0.098545,0.44212
65,0.113327,1.89287,0.399319,-0.005327,-0.021307,-0.053267
66,0.04042,1.359296,0.463252,-0.372872,0.117188,-0.439456
67,0.18582,0.316042,0.210903,-0.556645,0.300961,-0.820319
68,0.18582,0.316042,0.210903,-0.556645,0.300961,-0.820319
69,-0.37143,-1.125063,-0.328371,-0.716447,0.292971,-0.47408
70,-0.529037,-1.187219,-0.232735,-0.43413,0.098545,-0.247694
71,-0.383046,-0.928388,-0.083966,-0.058594,-0.01598,-0.114525
72,-0.569038,-1.378049,-0.038047,0.125179,-0.151812,0.146486
73,0.343049,-0.994418,0.125557,0.4581,-0.263674,0.380862
74,0.016317,-0.372034,0.007185,0.255684,-0.300961,0.732428
75,0.372194,0.585386,0.201871,0.583279,-0.455437,0.809665
76,0.133915,1.68273,0.334237,0.324931,-0.324931,0.609912
77,0.133915,1.68273,0.334237,0.324931,-0.324931,0.609912
78,-0.166765,1.918208,0.337199,0.319605,-0.175783,0.111862
79,0.111745,1.6313,0.22593,0.178446,0.037287,-0.394179
80,0.067615,-0.003749,-0.365474,-0.125179,0.138495,-0.599259
81,-0.152504,-0.768095,-0.255288,-0.181109,0.103872,-0.535338
82,-0.210563,-1.14507,-0.216352,-0.22106,0.079901,-0.324931
83,-0.210563,-1.14507,-0.216352,-0.22106,0.079901,-0.324931
84,-0.275255,-0.956179,-0.25584,-0.23704,0.069248,0.002663
85,-0.276954,-0.38552,-0.302095,-0.03196,-0.01598,0.23704
86,0.122732,-0.066497,-0.117322,0.093218,-0.095881,0.338248
87,0.312008,0.157695,0.010409,0.055931,-0.167792,0.431466
88,-0.235399,0.571855,0.088549,0.03196,-0.119852,0.423476
89,-0.237537,0.874995,0.193648,0.013317,-0.109198,0.263674
90,-0.083255,0.793238,0.323619,0.021307,-0.066584,0.013317
91,0.034185,0.443565,0.30978,0.037287,0.034624,-0.215733
92,-0.171997,-0.039259,0.270622,-0.018644,0.098545,-0.258347
93,-0.085908,-0.152492,0.004468,-0.125179,0.125179,-0.106535
94,-0.100976,0.271105,0.001095,-0.255684,0.114525,-0.00799
95,-0.255364,0.314641,-0.091294,-0.292971,0.077238,-0.077238
96,-0.066292,0.610305,0.286864,0.095881,-0.034624,-0.167792
97,-0.20644,0.209063,0.679102,0.279654,-0.03196,-0.372872
98,-0.544255,-0.558847,0.379032,0.159802,0.114525,-0.423476
99,-0.544255,-0.558847,0.379032,0.159802,0.114525,-0.423476
