,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,0.648833,-0.996722,-0.644136,-0.101208,0.055931,-0.03196
1,0.648833,-0.996722,-0.644136,-0.101208,0.055931,-0.03196
2,0.076985,-0.897264,0.970515,-0.407496,-0.157139,-0.343575
3,-0.295492,-1.136712,-0.164896,-0.412823,0.087891,-0.308951
4,-0.592993,-0.673471,0.252778,-0.135832,0.037287,-0.090555
5,-0.328286,-0.580514,1.111926,-0.079901,-0.077238,-0.042614
6,-0.424485,-1.627384,0.47463,0.157139,-0.111862,0.378199
7,1.160181,-3.008565,0.2335,0.9162,-0.063921,0.729764
8,1.382649,-0.930993,0.653072,1.217161,0.085228,1.542093
9,2.229682,-0.950508,0.40287,0.364882,0.292971,2.25055
10,3.141533,2.758785,-0.460936,0.226387,0.292971,2.434323
11,1.628256,4.927353,-1.255512,-0.090555,0.22106,1.978886
12,0.584992,6.728549,-1.588459,-0.660516,-0.002663,0.607249
13,0.584992,6.728549,-1.588459,-0.660516,-0.002663,0.607249
14,0.869617,5.903554,-1.271321,-0.47408,-0.085228,-1.022735
15,4.425835,-0.509042,-0.976175,-1.025398,0.402169,-3.113483
16,4.425835,-0.509042,-0.976175,-1.025398,0.402169,-3.113483
17,4.046844,-2.819466,-1.572577,-1.297062,0.737754,-2.919056
18,-0.894096,-5.229754,-0.281785,-0.506041,0.122515,-1.118617
19,-0.894096,-5.229754,-0.281785,-0.506041,0.122515,-1.118617
20,-1.154973,-5.735027,0.626797,0.029297,-0.055931,-0.282318
21,0.009711,-4.819761,0.257706,0.061258,-0.21307,0.665843
22,0.569905,-1.628919,0.983505,0.87625,-0.625893,1.640638
23,1.963201,0.126008,0.185937,1.408924,-0.223723,1.827074
24,1.623866,2.452419,-0.651203,0.780368,-0.231713,2.351758
25,3.16388,3.467291,-0.670747,0.745744,-0.087891,2.167985
26,1.752458,3.677113,-1.182303,-0.809665,-0.191763,1.78446
27,0.624253,4.460312,-0.557219,0.00799,-0.383526,1.049369
28,0.508751,4.877146,-0.458343,-0.274327,-0.223723,-0.274327
29,1.063957,2.588979,-0.271947,-0.506041,0.186436,-1.257112
30,1.384508,0.09249,-0.516802,-1.060022,0.580615,-1.619331
31,1.080295,-0.842978,-0.645382,-0.956151,0.588605,-1.568726
32,1.645935,-1.006223,-1.833037,-1.004091,1.163894,-1.518122
33,0.55154,-2.232788,-0.684593,-0.340912,0.785695,-1.347667
34,-0.836862,-1.628379,-0.34592,-0.039951,0.484734,-1.243795
35,-0.81741,-2.608339,0.435308,0.125179,0.295634,-0.964141
36,-1.137136,-3.179195,0.367789,0.074574,-0.063921,-0.207743
37,-1.137136,-3.179195,0.367789,0.074574,-0.063921,-0.207743
38,-0.767276,-1.323883,-0.103917,0.881576,-0.335585,0.945497
39,-0.179611,0.335786,0.277417,1.363647,-0.607249,1.294399
40,2.449396,0.966908,-0.407493,0.620566,-0.545991,1.539429
41,1.66743,1.235313,-0.752796,0.799012,-0.463427,1.59536
42,1.66743,1.235313,-0.752796,0.799012,-0.463427,1.59536
43,1.146188,3.88869,-0.961294,0.071911,-0.071911,0.897557
44,0.326991,3.694164,-0.929655,-0.471417,-0.186436,0.316941
45,0.458335,2.698508,-0.243208,0.079901,-0.263674,-0.500714
46,0.628074,1.179488,0.073539,-0.476744,0.119852,-1.091983
47,0.628074,1.179488,0.073539,-0.476744,0.119852,-1.091983
48,1.458962,-1.252036,0.087013,-0.010653,0.617902,-1.542093
49,0.067084,-1.477353,-0.870549,-0.836299,0.649863,-1.033389
50,0.067084,-1.477353,-0.870549,-0.836299,0.649863,-1.033389
51,-0.591332,-1.968161,1.039619,0.367545,0.0,-1.091983
52,-0.591332,-1.968161,1.039619,0.367545,0.0,-1.091983
53,-0.81609,-3.429509,0.956839,0.282318,0.0,-0.44212
54,-1.134492,-3.253014,0.898695,0.183773,-0.03196,0.154476
55,-0.120427,-1.820738,-0.125451,0.636546,-0.154476,0.751071
56,0.324274,-0.092552,-0.545156,0.743081,-0.452773,1.195854
57,3.078075,0.958594,-0.835852,1.020072,-0.841626,1.416914
58,1.170404,1.480214,-1.30484,1.033389,-0.548655,1.504805
59,1.430415,3.102595,-1.341426,0.65519,-0.170456,1.238468
60,0.490006,3.224113,-1.006335,-0.162466,-0.178446,0.870923
61,0.193026,3.304261,-0.842609,-0.468754,-0.127842,0.138495
62,0.135268,2.518279,-0.173024,-0.053267,-0.114525,-0.500714
63,0.774517,1.143425,0.092821,-0.183773,0.175783,-0.980121
64,1.379387,0.244818,0.080652,-0.226387,0.372872,-1.147914
65,0.615356,-0.903204,-0.946403,-1.515459,0.854943,-0.873586
66,-0.304136,-1.322807,-1.109648,-1.254448,0.692477,-0.868259
67,-0.487883,-1.509101,0.007721,-0.335585,0.468754,-1.139924
68,-0.980545,-3.437396,0.587864,-0.284981,0.133169,-0.868259
69,-1.099127,-3.2553,0.395201,0.372872,0.085228,-0.279654
70,-0.721833,-2.980691,-0.400551,0.905547,-0.215733,0.311615
71,0.406535,-1.235842,-0.383876,1.081329,-0.567298,0.788358
72,1.697267,0.07265,-1.010056,1.419578,-0.711121,1.15324
73,1.728429,0.304706,-1.105387,1.57938,-0.657853,1.235805
74,1.680453,1.790125,-1.152403,1.329023,-0.495387,1.392944
75,1.176704,3.045477,-0.980065,0.737754,-0.106535,1.13726
76,0.437665,3.96483,-0.946321,-0.48207,-0.149149,0.759061
77,-0.026921,3.599259,-0.384363,-0.415486,-0.069248,-0.026634
78,0.385851,1.766099,0.119895,-0.103872,0.093218,-0.940171
79,0.392502,0.174535,0.299044,-0.388852,0.322268,-1.267765
80,0.392502,0.174535,0.299044,-0.388852,0.322268,-1.267765
81,1.626991,-0.631885,-0.114022,-0.684487,0.807002,-1.414251
82,0.32301,-1.839187,-0.871721,-0.89223,0.759061,-1.278419
83,-0.089681,-1.587466,-0.212197,0.239704,0.303624,-1.155904
84,-0.750753,-2.904742,0.357123,-0.037287,-0.010653,-0.226387
85,-0.750753,-2.904742,0.357123,-0.037287,-0.010653,-0.226387
86,-1.104029,-2.231436,0.83795,0.479407,-0.19709,0.085228
87,-0.19549,-1.887714,0.281904,0.732428,-0.146486,0.378199
88,-0.19031,0.009343,-1.99687,0.588605,-0.271664,0.69514
89,-0.13795,0.939722,0.099059,1.179874,-1.006755,0.90022
90,0.28464,-0.215429,0.050828,1.257112,-0.593932,0.854943
91,1.116096,0.728873,-0.792339,1.715212,-0.415486,0.838962
92,0.384229,1.76194,-1.115731,1.214498,-0.191763,0.783032
93,0.204278,2.488247,-1.330814,0.402169,-0.066584,0.538001
94,-0.02522,2.298177,-1.014326,-0.463427,0.077238,0.01598
95,0.003306,2.09418,-0.67379,-0.330258,0.077238,-0.399506
96,0.463057,1.440038,-0.239165,-0.45011,0.170456,-0.820319
97,0.969757,0.355625,-0.611993,-0.942834,0.484734,-1.12128
98,0.191909,-0.758496,-1.141962,-1.060022,0.628556,-1.318369
99,0.805618,-0.750379,-0.478014,-0.476744,0.242367,-1.310379
