,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,0.289855,0.28413,0.21368,-0.314278,0.074574,-0.079901
1,0.289855,0.28413,0.21368,-0.314278,0.074574,-0.079901
2,-0.669185,-0.210466,0.252267,0.018644,0.00799,0.23704
3,0.032063,0.830952,0.509806,-0.01598,-0.093218,0.146486
4,-0.214649,0.348907,-0.375393,0.050604,-0.01598,0.101208
5,0.161245,0.064112,-0.176596,-0.269001,-0.173119,0.255684
6,0.161245,0.064112,-0.176596,-0.269001,-0.173119,0.255684
7,0.374508,0.485447,-1.147424,0.23704,-0.162466,0.300961
8,0.009226,0.488393,-0.010379,-0.266337,-0.01598,0.399506
9,-0.22163,1.120942,0.176065,0.146486,0.045277,0.223723
10,-0.250171,0.506804,0.338949,0.186436,0.093218,-0.364882
11,-0.250171,0.506804,0.338949,0.186436,0.093218,-0.364882
12,-0.19129,-0.019752,0.04013,0.316941,0.130505,-0.431466
13,-0.237181,-0.780932,-0.152658,0.071911,0.010653,-0.175783
14,0.024602,-0.713737,-0.197697,0.087891,-0.058594,0.037287
15,0.045449,-0.198807,-0.253712,0.0,-0.146486,0.287644
16,-0.088422,0.566606,-0.007521,-0.026634,-0.218397,0.431466
17,0.116836,0.870081,0.244886,-0.165129,-0.22106,0.322268
18,-0.040981,0.913504,0.530765,0.02397,-0.133169,0.050604
19,-0.005906,0.650184,0.51973,0.0,0.138495,-0.234377
20,-0.118165,0.093895,0.123902,-0.087891,0.239704,-0.298298
21,-0.320368,-0.124343,-0.147084,0.039951,0.22905,-0.284981
22,-0.352141,-0.463931,-0.289576,0.039951,0.114525,-0.21307
23,-0.082843,-0.753466,-0.263376,0.151812,0.037287,-0.074574
24,-0.145244,-0.131505,-0.413416,0.071911,-0.077238,0.298298
25,-0.065075,0.085606,-0.298742,0.231713,-0.191763,0.370209
26,-0.206032,0.459393,0.002567,0.308951,-0.239704,0.335585
27,0.157099,1.058185,0.265369,0.066584,-0.135832,0.298298
28,-0.090782,1.169377,0.468202,0.111862,-0.071911,0.066584
29,-0.089667,0.733057,0.343359,-0.01598,0.135832,-0.24503
30,-0.021792,0.113634,-0.010914,0.002663,0.23704,-0.404833
31,-0.251117,-0.267108,-0.174115,-0.034624,0.22106,-0.346238
32,-0.406494,-0.575026,-0.298708,-0.01598,0.149149,-0.23704
33,-0.406494,-0.575026,-0.298708,-0.01598,0.149149,-0.23704
34,-0.388804,-0.242112,-0.185359,0.058594,-0.079901,0.271664
35,-0.166848,-0.212928,-0.035746,0.210406,-0.138495,0.274327
36,-0.166848,-0.212928,-0.035746,0.210406,-0.138495,0.274327
37,0.248825,0.479358,0.168928,0.061258,-0.170456,0.540665
38,0.248825,0.479358,0.168928,0.061258,-0.170456,0.540665
39,0.065565,1.328425,0.249931,-0.029297,0.01598,0.021307
40,0.065565,1.328425,0.249931,-0.029297,0.01598,0.021307
41,-0.013468,0.069519,0.079057,0.146486,0.330258,-0.607249
42,-0.013468,0.069519,0.079057,0.146486,0.330258,-0.607249
43,0.138281,-0.766794,-0.398111,-0.087891,0.25302,-0.404833
44,-0.414792,-0.846495,-0.512059,-0.101208,0.117188,-0.098545
45,-0.080555,-0.516707,-0.436438,-0.109198,0.010653,0.189099
46,-0.370391,0.074241,-0.335968,-0.295634,-0.127842,0.431466
47,-0.365173,0.798365,0.186319,-0.095881,-0.191763,0.402169
48,0.105718,0.853897,0.235359,-0.436793,0.018644,0.141159
49,0.029574,0.66154,0.270419,-0.242367,0.111862,-0.122515
50,-0.025344,0.227767,0.104221,-0.346238,0.207743,-0.354229
51,-0.299603,-0.227197,-0.041983,-0.181109,0.186436,-0.41815
52,-0.036233,-0.611191,-0.048507,-0.162466,0.181109,-0.308951
53,-0.368474,-0.578813,-0.287998,-0.300961,0.146486,-0.095881
54,-0.322346,0.089386,-0.233822,-0.348902,0.029297,0.130505
55,-0.350983,-0.010225,-0.092731,-0.303624,-0.069248,0.085228
56,-0.104403,0.024185,0.156385,-0.042614,-0.058594,0.01598
57,-0.082462,-0.051135,0.287194,-0.266337,-0.045277,0.042614
58,-0.262545,0.02135,0.372015,-0.135832,0.002663,-0.005327
59,-0.252665,-0.143492,0.152705,-0.101208,0.050604,-0.037287
60,-0.345314,-0.215622,0.025147,-0.018644,0.063921,-0.01598
61,-0.025456,-0.156601,-0.104233,0.045277,0.00799,0.050604
62,-0.174528,0.1849,-0.012159,0.149149,-0.034624,0.098545
63,-0.389573,0.438598,-0.008141,0.037287,-0.050604,0.098545
64,-0.389573,0.438598,-0.008141,0.037287,-0.050604,0.098545
65,-0.134448,-0.058307,0.494659,0.330258,-0.117188,-0.034624
66,-0.047521,-0.189604,0.462883,0.372872,-0.077238,-0.00799
67,-0.300546,0.070733,-0.218487,0.346238,0.00799,0.103872
68,-0.280183,0.130909,-0.312748,0.538001,-0.117188,0.061258
69,-0.280183,0.130909,-0.312748,0.538001,-0.117188,0.061258
70,-0.061222,0.196974,-0.432597,0.514031,-0.109198,0.074574
71,-0.184826,0.087456,-0.61184,0.447447,-0.173119,0.135832
72,-0.171456,-0.170061,-0.478035,0.788358,-0.332922,0.0
73,0.074311,0.326066,-0.359545,0.423476,-0.20508,0.058594
74,0.074311,0.326066,-0.359545,0.423476,-0.20508,0.058594
75,0.169604,0.331915,-0.488606,0.370209,0.005327,-0.026634
76,-0.034963,0.094384,-0.442219,0.066584,0.055931,0.039951
77,-0.252296,0.157258,-0.098641,-0.021307,0.189099,0.0
78,-0.012065,-0.045747,-0.442163,-0.266337,0.274327,0.0
79,-0.123294,0.009381,-0.126579,-0.050604,0.061258,-0.085228
80,-0.35616,0.071552,0.347673,0.167792,0.058594,-0.151812
81,-0.364173,0.340393,0.4131,-0.090555,0.130505,-0.055931
82,-0.201348,0.232369,0.063146,-0.23704,0.154476,-0.026634
83,-0.658953,0.300783,0.571883,-0.095881,-0.053267,0.079901
84,-0.189123,-0.271043,0.528272,0.063921,-0.125179,-0.021307
85,0.088474,-0.434887,0.779502,0.274327,-0.173119,0.077238
86,-0.230911,0.341837,0.155988,0.071911,0.055931,0.311615
87,-0.529682,0.193989,-0.388201,0.045277,0.005327,0.295634
88,-0.20872,0.300578,-0.499059,0.114525,-0.061258,0.162466
89,0.23262,0.557418,-0.302037,0.053267,-0.082565,0.106535
90,-0.247923,0.826474,0.041793,0.029297,-0.141159,0.063921
91,-0.092958,0.071534,0.177967,0.130505,-0.063921,-0.335585
92,-0.237319,-0.391931,0.193716,-0.055931,0.02397,-0.218397
93,-0.464912,-0.667888,0.026667,-0.010653,0.069248,-0.143822
94,-0.464912,-0.667888,0.026667,-0.010653,0.069248,-0.143822
95,0.059766,-0.600759,-0.250041,0.005327,0.037287,0.207743
96,-0.186758,-0.208328,-0.103415,0.005327,-0.02397,0.436793
97,-0.121576,0.565419,-0.07851,-0.01598,0.0,0.420813
98,-0.097311,0.916712,0.007786,-0.106535,-0.055931,0.375536
99,-0.294934,1.221973,0.173488,-0.058594,-0.066584,0.074574
