,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,-0.342233,0.327415,0.157229,0.394179,0.074574,-0.037287
1,-0.342233,0.327415,0.157229,0.394179,0.074574,-0.037287
2,-0.298542,-0.527154,0.248585,-0.037287,-0.087891,-0.050604
3,-0.326765,-0.759128,1.054512,0.178446,-0.103872,0.087891
4,-0.259437,-0.840716,0.635881,0.231713,0.010653,0.25302
5,0.437525,-0.068874,0.213589,0.41815,-0.077238,0.356892
6,0.097106,0.606727,0.961762,0.149149,0.037287,0.330258
7,-0.473853,1.684597,0.217585,0.202416,-0.055931,0.125179
8,0.002809,1.208072,0.496263,-0.20508,-0.066584,-0.114525
9,-0.04906,0.525787,0.569542,0.010653,0.202416,-0.21307
10,0.06749,-0.113159,0.175246,-0.194426,0.109198,-0.24503
11,-0.096294,-0.266223,-0.011948,-0.047941,0.22106,-0.159802
12,-0.111374,-0.303008,-0.065926,-0.186436,0.199753,-0.071911
13,-0.340778,0.086103,-0.142949,-0.170456,0.082565,0.093218
14,-0.340778,0.086103,-0.142949,-0.170456,0.082565,0.093218
15,-0.105291,0.188999,-0.108873,-0.175783,-0.018644,0.079901
16,-0.302453,0.256858,0.369523,-0.045277,0.026634,0.039951
17,-0.302453,0.256858,0.369523,-0.045277,0.026634,0.039951
18,-0.214591,0.212085,0.242183,-0.063921,-0.013317,0.029297
19,-0.198273,0.046941,0.091353,0.026634,0.037287,0.01598
20,-0.291163,0.130597,-0.023335,0.055931,0.042614,0.002663
21,-0.003343,0.28928,-0.105035,0.103872,-0.026634,0.021307
22,-0.363612,0.493718,0.087212,0.074574,-0.050604,0.053267
23,-0.091782,0.329544,0.09259,0.018644,-0.077238,-0.005327
24,-0.278892,0.268907,0.030214,0.055931,0.0,-0.03196
25,-0.133384,0.152927,-0.15341,-0.005327,-0.045277,-0.018644
26,-0.193933,0.118567,0.113187,0.050604,-0.077238,0.010653
27,-0.053106,0.139368,0.201639,0.037287,-0.050604,0.03196
28,-0.342515,0.415967,0.070232,0.069248,-0.010653,0.03196
29,-0.332393,0.318587,-0.064502,0.02397,0.047941,-0.037287
30,-0.200031,0.097999,-0.011975,0.02397,-0.013317,-0.061258
31,0.023886,-0.107296,-0.058824,0.039951,-0.00799,-0.058594
32,-0.189802,-0.060595,0.133185,0.005327,-0.058594,0.061258
33,-0.063094,0.215033,0.141821,0.00799,0.0,0.074574
34,-0.15534,0.351902,-0.106609,-0.053267,0.013317,0.02397
35,-0.343691,0.312209,-0.01314,0.055931,0.0,-0.039951
36,-0.243562,-0.005198,0.034414,0.03196,-0.045277,-0.026634
37,-0.155714,0.016648,0.105046,0.055931,-0.034624,0.010653
38,-0.203774,0.209126,0.163402,0.026634,-0.005327,0.063921
39,-0.313808,0.26793,0.048708,0.00799,0.029297,0.037287
40,-0.313808,0.26793,0.048708,0.00799,0.029297,0.037287
41,-0.311471,0.096791,-0.048103,0.082565,0.005327,-0.005327
42,-0.057259,-0.01501,-0.051177,0.03196,-0.039951,0.077238
43,-0.057259,-0.01501,-0.051177,0.03196,-0.039951,0.077238
44,0.062248,-0.061703,0.160979,0.018644,-0.077238,0.055931
45,0.062248,-0.061703,0.160979,0.018644,-0.077238,0.055931
46,-0.34675,0.332126,0.066553,-0.029297,0.071911,0.077238
47,-0.34675,0.332126,0.066553,-0.029297,0.071911,0.077238
48,-0.221921,0.127156,-0.141926,-0.218397,0.0,0.053267
49,-0.221921,0.127156,-0.141926,-0.218397,0.0,0.053267
50,-0.212363,-0.067203,-0.193274,-0.085228,-0.00799,0.018644
51,-0.40678,0.132907,0.034295,-0.029297,-0.055931,0.106535
52,-0.40678,0.132907,0.034295,-0.029297,-0.055931,0.106535
53,-0.288419,0.279371,0.065665,0.029297,0.021307,0.03196
54,-0.324357,0.092671,-0.026773,0.21307,0.074574,-0.005327
55,-0.136526,0.395268,0.072667,-0.506041,-0.010653,0.079901
56,-0.474108,-0.03052,0.072199,0.106535,-0.00799,-0.055931
57,-0.143398,-0.224221,0.133184,0.013317,0.026634,-0.077238
58,-0.162027,-0.033411,-0.190226,0.050604,0.03196,0.002663
59,0.126813,0.162099,-0.048463,-0.058594,-0.047941,0.013317
60,-0.084623,0.107013,0.137453,-0.111862,-0.095881,0.0
61,-0.260644,0.099346,0.221433,0.005327,0.00799,-0.069248
62,-0.034411,-0.305559,0.022876,0.00799,0.103872,-0.050604
63,-0.141068,-0.099077,-0.09141,-0.045277,0.069248,0.061258
64,-0.137119,0.029529,-0.163664,-0.074574,0.042614,0.085228
65,-0.165173,0.281707,0.011716,-0.029297,0.010653,0.074574
66,-0.062256,-0.032269,0.094552,0.013317,0.063921,0.0
67,-0.178562,0.110696,0.116126,-0.042614,0.071911,0.053267
68,-0.417988,0.057655,-0.081516,-0.013317,0.098545,0.002663
69,-0.102028,0.039314,-0.173308,0.047941,0.077238,-0.034624
70,-0.230787,-0.083752,-0.088884,0.01598,0.0,0.0
71,-0.399508,0.072992,0.002902,0.082565,-0.010653,-0.00799
72,-0.21749,0.092684,-0.074143,0.034624,0.002663,0.021307
73,-0.098579,0.150741,-0.025347,-0.002663,-0.039951,0.018644
74,-0.098579,0.150741,-0.025347,-0.002663,-0.039951,0.018644
75,-0.122251,0.019648,0.045547,0.039951,-0.00799,-0.037287
76,-0.109017,-0.068027,0.120059,0.00799,-0.00799,-0.00799
77,-0.148841,0.116072,0.045262,-0.01598,0.042614,0.0
78,-0.242471,0.224721,-0.075033,0.018644,0.074574,-0.050604
79,-0.300482,-0.011092,-0.195653,0.002663,0.03196,-0.055931
80,-0.437885,-0.203242,-0.138789,-0.03196,-0.010653,-0.00799
81,-0.077601,-0.455699,-0.203491,0.02397,-0.066584,0.053267
82,-0.071485,0.422748,0.144804,-0.021307,-0.223723,0.319605
83,-0.071485,0.422748,0.144804,-0.021307,-0.223723,0.319605
84,-0.086604,0.817678,0.38838,-0.010653,-0.146486,0.127842
85,-0.024763,0.83257,0.433251,0.005327,0.010653,-0.098545
86,-0.109043,0.407757,0.33574,0.03196,0.149149,-0.378199
87,-0.228904,-0.302183,0.240619,0.162466,0.24503,-0.48207
88,-0.075394,-0.959561,-0.438652,0.074574,0.223723,-0.290308
89,-0.201401,-0.966824,-0.611717,0.050604,0.013317,0.053267
90,-0.194973,-0.55002,-0.38832,0.018644,-0.138495,0.303624
91,-0.234473,0.29259,-0.022755,-0.039951,-0.242367,0.471417
92,0.144589,1.0094,0.307511,-0.103872,-0.276991,0.364882
93,0.003514,1.174338,0.400571,0.005327,-0.053267,0.018644
94,-0.002121,0.969919,0.321138,-0.02397,0.034624,-0.23704
95,-0.203504,0.112583,0.191679,0.202416,0.170456,-0.538001
96,-0.22999,-0.68693,0.168542,0.122515,0.231713,-0.519358
97,-0.281073,-1.299318,-0.180477,0.055931,0.24503,-0.287644
98,-0.373028,-0.97084,-0.540332,-0.162466,0.039951,0.234377
99,-0.238221,-0.360824,-0.4891,-0.173119,-0.154476,0.476744
