,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,-0.647511,-0.111979,-0.739682,0.202416,0.165129,0.074574
1,-0.647511,-0.111979,-0.739682,0.202416,0.165129,0.074574
2,-0.156391,-0.159968,0.441646,-0.615239,0.00799,0.127842
3,-0.821278,-2.562588,0.269299,0.122515,-0.173119,0.407496
4,0.155385,-2.037382,-0.658101,0.319605,-0.332922,0.793685
5,0.788476,-1.041242,-0.812935,1.086656,-0.316941,1.065349
6,0.837563,-0.199299,0.016276,0.657853,-0.159802,1.699232
7,0.837563,-0.199299,0.016276,0.657853,-0.159802,1.699232
8,1.465082,4.169788,-0.378532,-0.447447,0.506041,0.751071
9,1.972396,4.275059,-0.114252,-0.061258,0.468754,-0.380862
10,0.031506,4.266666,0.127407,0.074574,0.271664,-1.259775
11,0.465655,1.758814,0.205699,-0.066584,-0.159802,-1.914965
12,1.080424,-1.858459,1.005594,0.114525,-0.114525,-2.333114
13,-0.055573,-5.35043,1.47089,-0.223723,-0.074574,-1.515459
14,-0.055573,-5.35043,1.47089,-0.223723,-0.074574,-1.515459
15,-0.99305,-5.852324,0.998772,-0.127842,0.098545,-0.487397
16,-0.236076,-5.239586,-0.366577,0.074574,0.175783,0.527348
17,2.589749,-2.109108,-0.553893,0.732428,0.077238,2.082757
18,4.350516,1.073849,-1.294874,0.657853,-0.311615,3.201374
19,3.56564,5.015169,-1.955319,0.913537,0.479407,2.74061
20,0.858249,6.082516,-1.770589,-1.091983,-0.181109,1.909638
21,-0.238879,7.29166,0.183727,0.026634,-0.24503,0.644536
22,0.940568,6.869672,0.614547,0.175783,0.034624,-1.14525
23,6.107978,1.700055,0.047871,-0.133169,0.154476,-3.13479
24,2.474194,-0.608278,-0.25617,-0.607249,0.255684,-2.753927
25,0.822024,-3.294899,-0.137921,-1.339676,0.292971,-2.159995
26,-0.484125,-6.154557,-0.352378,-0.88424,0.183773,-1.715212
27,-0.955225,-6.763671,0.52802,0.165129,-0.093218,-0.583279
28,0.375483,-4.484367,0.131141,0.292971,-0.133169,0.88424
29,3.938551,-2.859764,-1.441207,0.964141,-0.223723,2.008183
30,3.155385,0.202146,-1.034285,1.805767,-0.292971,2.668699
31,4.265726,2.860693,-1.514296,0.817655,-0.388852,3.262631
