,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,-0.3573,-0.584885,-0.792751,0.074574,0.159802,0.02397
1,-0.3573,-0.584885,-0.792751,0.074574,0.159802,0.02397
2,-0.005055,0.295037,0.213664,-0.157139,-0.306288,1.230478
3,0.188406,1.121559,0.940957,0.173119,-0.324931,0.972131
4,-0.00555,1.499461,0.66087,0.242367,-0.074574,0.548655
5,-0.375081,1.437084,0.265682,-0.399506,0.103872,0.106535
6,-0.283544,0.361414,0.724509,0.026634,0.178446,-0.423476
7,0.211903,0.142113,0.2593,-0.117188,0.242367,-0.809665
8,0.025877,-1.121508,-0.080469,-0.527348,0.170456,-0.423476
9,-0.362505,-1.250841,-0.30286,-0.684487,0.053267,0.02397
10,-0.578785,-0.495261,0.108956,-0.133169,0.069248,0.03196
11,-0.578785,-0.495261,0.108956,-0.133169,0.069248,0.03196
12,-0.222815,0.191078,0.121504,-0.013317,-0.119852,0.263674
13,0.002264,0.342765,0.404423,0.20508,-0.170456,0.165129
14,0.002264,0.342765,0.404423,0.20508,-0.170456,0.165129
15,-0.036933,0.582868,0.20964,-0.02397,-0.050604,0.199753
16,-0.242005,0.657756,0.248313,0.133169,-0.013317,0.037287
17,-0.022768,0.393203,0.205078,0.079901,-0.002663,-0.114525
18,0.033525,0.146455,0.146642,0.066584,0.005327,-0.130505
19,-0.118403,0.081993,0.057607,0.02397,0.034624,-0.045277
20,-0.087369,0.157734,0.047746,0.029297,-0.00799,0.002663
21,-0.075718,0.245332,0.073308,0.021307,0.005327,-0.026634
22,-0.162595,0.400269,0.007809,-0.050604,-0.002663,0.042614
23,0.006757,0.315909,0.171423,-0.002663,-0.053267,-0.02397
24,-0.007088,0.002577,0.295357,0.029297,-0.026634,-0.045277
25,-0.050074,0.043888,0.039096,-0.095881,0.03196,0.074574
26,-0.122575,0.325197,0.01775,-0.013317,-0.002663,0.077238
27,-0.139951,0.286748,-0.007916,0.0,0.0,0.013317
28,-0.225719,0.248107,0.064201,-0.034624,-0.010653,0.050604
29,-0.15599,0.230206,0.050342,-0.026634,-0.029297,0.02397
30,-0.078872,0.140565,0.141068,0.005327,-0.010653,0.021307
31,-0.210792,0.154087,0.152119,-0.021307,-0.021307,0.037287
32,-0.158435,0.070799,0.248079,0.00799,0.00799,-0.01598
33,-0.153832,0.121878,0.032166,-0.055931,0.026634,0.042614
34,-0.142746,0.128038,0.060381,0.0,-0.010653,0.0
35,-0.139839,0.056446,0.09166,0.029297,-0.005327,-0.01598
36,0.004515,0.101358,0.034077,0.00799,-0.02397,0.047941
37,-0.203208,0.24013,0.055447,0.021307,0.0,0.026634
38,-0.073545,0.227407,0.110052,0.061258,-0.013317,0.005327
39,-0.193343,0.209456,0.038693,0.021307,-0.01598,0.00799
40,-0.16446,0.134975,0.072187,0.010653,-0.013317,-0.013317
41,-0.153626,0.124411,0.031855,0.02397,0.005327,-0.010653
42,-0.082524,0.086586,0.049617,-0.005327,-0.005327,0.00799
43,-0.22291,0.093793,0.093627,0.047941,-0.002663,-0.002663
