,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,1.686827,-3.375054,-1.295042,-0.711121,0.013317,-0.207743
1,1.686827,-3.375054,-1.295042,-0.711121,0.013317,-0.207743
2,0.882479,1.149305,-0.973728,-1.861697,0.20508,0.114525
3,-1.349818,-3.585759,-0.839587,1.981549,0.346238,0.47408
4,-2.882074,-5.521821,-5.010687,3.350523,-1.736519,0.41815
5,-2.167791,1.615502,-6.46485,3.773999,-3.443741,1.390281
6,3.724496,-1.778448,-9.434383,2.394372,-5.356042,1.82441
7,3.724496,-1.778448,-9.434383,2.394372,-5.356042,1.82441
8,9.5438,0.933454,2.793168,0.506041,-1.875014,1.195854
9,9.5438,0.933454,2.793168,0.506041,-1.875014,1.195854
10,7.50011,-0.071307,0.477328,1.3743,-1.467518,-3.017601
11,7.50011,-0.071307,0.477328,1.3743,-1.467518,-3.017601
12,17.12429,-6.883269,-19.312916,-6.245609,-7.119195,-20.641138
13,8.001104,-18.242182,-5.562645,2.428996,-0.689814,4.474466
14,1.752601,-3.001344,-1.006702,-3.278612,-0.708457,4.056316
15,-1.647462,2.962804,3.231789,-0.266337,-0.708457,1.877678
16,1.25149,-2.664426,3.848016,-1.249122,0.101208,0.964141
17,0.441278,0.413194,6.664454,0.143822,1.044042,0.388852
18,0.708047,-2.795093,2.165072,1.451538,2.298491,-0.250357
19,1.203661,-1.852807,0.550655,1.614004,2.756591,-0.6472
20,2.62483,-1.948059,-1.841864,0.764388,3.209364,-0.740418
21,4.86998,2.433305,-6.565598,-3.920484,1.416914,-0.569962
22,-2.798478,-6.931548,3.32281,0.868259,1.515459,0.069248
23,-5.703418,-3.498143,-1.096975,1.582043,1.944262,4.575674
24,2.512591,-0.08191,-4.878931,3.507662,0.612576,4.916586
25,20.986364,9.909281,-10.298571,0.340912,0.396843,3.161423
26,23.799438,10.737345,-20.691076,-11.439185,0.436793,-19.722273
27,26.50722,-17.77658,3.367933,1.406261,-3.37183,-4.626278
28,4.437573,-3.803396,3.219827,0.713784,-3.60088,-2.162659
29,9.617672,-2.826607,11.007706,-1.643301,-2.727294,-5.302775
30,-3.33621,-6.636908,9.462284,-1.491489,1.619331,0.002663
31,-1.099901,-1.845835,1.750761,-1.163894,2.823175,1.060022
32,4.285956,-0.843405,-0.257695,-0.005327,2.911066,1.856371
33,2.086313,3.052915,0.003787,0.969468,2.357085,0.814992
34,2.086313,3.052915,0.003787,0.969468,2.357085,0.814992
35,0.673776,4.883533,0.718233,-0.833636,1.558073,-0.993438
36,-3.612425,-4.703164,-6.818808,0.340912,1.576717,3.864554
37,0.489047,12.310123,2.836893,0.43413,-1.432895,5.814142
38,21.428917,15.238426,9.687359,-7.196433,5.561122,-8.051375
39,21.428917,15.238426,9.687359,-7.196433,5.561122,-8.051375
40,15.050072,-0.752153,-11.3193,-10.016944,11.103601,-6.831551
41,27.615267,-23.000828,-15.150129,-3.590226,-2.077431,-3.481028
42,27.615267,-23.000828,-15.150129,-3.590226,-2.077431,-3.481028
43,23.968872,18.379707,-0.691022,12.195583,-9.084764,-0.503377
44,7.071899,4.177735,4.395261,-0.343575,-1.190528,-0.870923
45,2.886547,-1.833689,1.177952,-3.683444,0.492724,-4.210792
46,1.020496,-6.737886,2.163822,-2.301154,2.450303,-3.819276
47,-0.865536,-9.410219,-3.145135,-7.140502,5.606399,-0.772378
48,-4.365707,-7.701208,-9.609603,1.558073,-1.131933,3.307909
49,1.581533,-2.506801,-6.529256,3.425097,-4.391902,5.462577
50,4.785892,3.786052,-3.713212,5.566449,-3.979079,6.690392
51,5.878265,2.703797,-4.110999,3.917821,-0.67117,5.643686
52,8.272423,0.603575,-3.802118,0.6472,-0.098545,3.574246
53,12.17296,11.247242,-10.89662,1.150577,0.519358,2.317134
54,23.354649,1.470525,-14.293199,-8.035395,-4.73814,-16.688692
55,9.554585,-16.417183,0.346551,-5.987261,-0.490061,1.984213
56,3.749157,-1.760197,-0.488664,-4.061643,-2.68468,1.211835
57,-0.799412,-6.277208,6.481587,-2.642066,-3.102829,-1.685915
58,0.062048,-4.772907,9.120304,1.637974,-3.100166,-0.681823
59,2.362556,1.129715,3.349625,3.840583,-2.713977,0.918864
60,3.409136,-1.858763,0.50668,1.187864,-2.285174,1.278419
61,2.862491,16.173885,-7.788994,1.986876,-4.458486,1.688578
62,16.530151,-10.275782,-21.645998,-3.350523,-5.574439,-16.23592
63,8.43048,-20.965443,-14.420609,-18.888638,1.614004,5.643686
64,3.810015,0.808044,-1.721617,-2.879106,-0.005327,4.97518
65,3.810015,0.808044,-1.721617,-2.879106,-0.005327,4.97518
66,-0.291376,-0.306174,-0.113958,-4.168178,-2.399699,0.170456
67,-0.291376,-0.306174,-0.113958,-4.168178,-2.399699,0.170456
68,0.878069,-10.646277,2.999767,-4.05898,4.274713,0.588605
69,0.878069,-10.646277,2.999767,-4.05898,4.274713,0.588605
70,2.9983,-0.252148,-6.042516,1.470182,1.392944,2.943027
71,2.9983,-0.252148,-6.042516,1.470182,1.392944,2.943027
72,5.533767,0.171817,-3.539131,1.443548,0.439456,1.677925
73,-3.319059,-2.780693,4.475167,0.793685,0.572625,0.985448
74,3.262473,-5.542886,-0.537881,1.494152,1.741846,2.591461
75,3.262473,-5.542886,-0.537881,1.494152,1.741846,2.591461
76,1.603885,12.956993,-3.552081,3.140116,3.100166,2.500907
77,4.643693,13.433155,-0.314747,-4.530397,-4.037673,-13.165051
78,16.930538,20.548306,17.076944,12.262167,0.186436,0.02397
79,2.979319,4.144673,5.330967,-0.287644,-1.582043,0.652526
80,5.319689,-9.188584,4.753362,-0.308951,-1.368974,-1.206508
81,2.795589,-13.554322,2.992521,-3.065542,-1.352993,-1.77647
