,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,0.279069,-0.110199,0.142979,-0.026634,-0.010653,0.077238
1,0.279069,-0.110199,0.142979,-0.026634,-0.010653,0.077238
2,0.707552,-0.031651,0.919129,-0.631219,0.290308,0.122515
3,-0.698897,0.107003,-0.401695,-0.274327,0.215733,0.250357
4,-0.698897,0.107003,-0.401695,-0.274327,0.215733,0.250357
5,0.07388,1.812989,-0.994305,-0.276991,-0.407496,-0.191763
6,0.07388,1.812989,-0.994305,-0.276991,-0.407496,-0.191763
7,0.254266,1.994047,-0.885455,-0.828309,-0.503377,-0.601922
8,-0.047512,-0.693752,1.408776,-0.189099,-0.761725,-0.833636
9,0.551017,-1.90888,1.722924,0.20508,-0.311615,-0.735091
10,0.522072,-2.323079,1.133648,0.077238,0.20508,-0.181109
11,0.365826,-3.148222,-0.490196,-0.066584,0.151812,0.735091
12,0.740234,-2.143738,-0.506275,0.90821,0.612576,1.347667
13,0.281884,-0.208538,-1.819347,0.889566,0.67117,1.685915
14,-0.395438,3.50744,-2.057117,0.343575,0.564635,1.257112
15,1.388632,5.833575,-2.279404,-1.717875,0.010653,-0.391516
16,1.363393,3.134649,-0.401215,-1.797777,-0.372872,-1.795113
17,1.955108,-1.772778,0.150681,-0.452773,-0.367545,-2.354421
18,0.519568,-4.513199,1.091339,0.25302,-0.026634,-1.707222
19,-1.194244,-4.148878,1.475231,0.996101,-0.215733,-0.44212
20,-0.986358,-2.526169,0.6147,0.785695,0.058594,0.748408
21,-0.310839,-0.692542,-0.206932,0.231713,0.151812,1.371637
22,3.450642,0.771459,-0.800413,0.226387,-0.327595,1.598024
23,1.982021,2.030814,-0.76357,0.905547,-0.226387,1.318369
24,0.842455,4.352384,0.048653,0.46609,-0.199753,1.693905
25,-0.737393,4.969202,-0.316007,-0.982784,0.093218,1.126607
26,-0.634899,4.630098,-0.316399,-1.057359,-0.005327,0.226387
27,1.44105,2.939351,-0.162251,-0.125179,0.396843,-1.363647
28,3.955685,2.271998,-0.061238,-0.498051,0.351565,-1.875014
29,3.955685,2.271998,-0.061238,-0.498051,0.351565,-1.875014
30,1.894624,-1.124759,-0.430124,-1.036052,1.14525,-2.285174
31,-1.574546,-3.43715,0.835929,0.41815,0.069248,-1.030725
32,-1.66382,-3.823905,0.326617,-0.873586,-0.231713,0.063921
33,0.213607,-3.049944,-1.24677,-1.102636,-0.412823,0.764388
34,0.213607,-3.049944,-1.24677,-1.102636,-0.412823,0.764388
35,1.718983,-2.392605,-1.050986,-0.189099,-0.748408,1.134597
36,1.201396,0.703425,-0.365804,0.780368,-0.639209,1.989539
37,1.114933,2.312645,-0.391871,0.809665,-1.025398,1.994866
38,0.978166,3.544658,-0.564418,0.780368,-0.290308,1.502142
39,0.693487,4.158143,0.156835,-0.127842,-0.079901,1.068012
40,-0.407015,4.64866,0.672051,-0.279654,0.189099,0.170456
41,2.452459,3.487113,-0.069088,0.26101,0.372872,-1.35832
42,2.837525,0.777712,-0.128802,-0.162466,0.556645,-2.06145
43,0.609827,-0.893949,-0.151983,-0.913537,0.522021,-1.781796
44,-0.230513,-3.146871,-0.257381,-0.633883,0.43413,-1.629984
45,-0.572635,-5.768374,-0.094119,0.242367,-0.013317,-1.171884
46,-0.677361,-5.477877,-0.428794,0.514031,-0.298298,-0.287644
47,0.760619,-3.099477,-1.961718,1.259775,-0.343575,0.386189
48,0.625698,-0.446962,-4.199176,2.476937,-0.079901,0.817655
49,1.075197,3.141926,-4.948337,3.82194,-0.711121,1.12128
50,0.546398,3.280392,-5.887824,2.655382,-1.283746,0.897557
51,1.37827,3.372553,-3.845762,2.650056,-1.701895,0.567298
52,2.123285,2.268194,-1.323346,2.599452,-1.944262,0.532675
53,0.753252,4.230286,1.019332,2.026827,-1.246458,0.181109
54,0.749482,4.267305,1.792546,1.896321,-0.929517,-0.460763
55,1.186761,3.815476,2.531714,1.616667,-0.20508,-1.515459
56,2.901588,2.204431,1.871677,0.101208,-0.098545,-2.03748
57,1.849186,-1.688904,1.945037,0.46609,0.25302,-2.588798
58,0.427029,-4.205967,2.38022,1.1053,0.111862,-1.970896
59,0.427029,-4.205967,2.38022,1.1053,0.111862,-1.970896
60,-1.844933,-4.395214,-0.573912,0.082565,0.591269,0.01598
61,-1.844933,-4.395214,-0.573912,0.082565,0.591269,0.01598
62,-1.354121,-3.125338,-2.349759,0.215733,0.130505,1.110626
63,4.889686,-2.247901,-3.477984,1.395607,-0.535338,1.643301
64,4.05304,1.307036,-2.187193,1.574053,-1.307716,2.674026
65,3.368997,3.19426,-1.273588,1.805767,-1.182537,2.884433
66,1.589409,4.904571,-0.966213,0.649863,-0.636546,2.484927
67,0.546774,6.728094,0.194348,0.266337,-0.101208,0.753734
68,0.903363,6.17533,0.817901,0.404833,0.127842,-0.857606
69,3.732713,2.745138,0.31636,-0.050604,0.175783,-1.880341
70,2.028204,0.808524,0.548384,-0.002663,0.410159,-2.428996
71,1.995375,-1.248111,0.185026,-0.980121,0.303624,-2.104064
72,0.049557,-2.241159,0.203487,-1.427568,0.463427,-1.651291
73,-0.648931,-5.151836,-0.207511,-0.410159,0.23704,-1.331686
74,-1.32557,-4.830382,-0.155442,-0.058594,0.047941,-0.181109
75,-1.38394,-4.576386,-0.346043,-0.098545,-0.284981,0.538001
76,4.01067,-3.743338,-0.200658,0.756398,-0.708457,1.33435
77,3.558312,-0.542048,-0.471323,1.091983,-0.490061,2.255877
78,4.151639,0.483866,-0.963971,0.617902,-0.841626,2.602115
79,1.896184,3.483387,-0.547978,0.519358,-0.269001,2.128035
80,0.394202,5.849169,-0.15466,-0.324931,-0.263674,1.454202
81,-0.68214,6.043458,0.613462,0.146486,0.0,-0.071911
82,-0.256383,4.984791,0.508165,0.157139,0.223723,-1.624657
83,4.493908,2.84911,-0.213972,0.506041,0.0,-3.022928
84,4.685144,-1.412536,0.020389,-1.34234,0.279654,-3.326552
85,2.302223,-4.7805,-0.310641,-0.519358,0.545991,-2.231906
86,-0.412003,-6.261649,-0.230669,-1.169221,0.383526,-1.494152
87,-0.412003,-6.261649,-0.230669,-1.169221,0.383526,-1.494152
88,-0.852493,-4.591075,-0.244155,0.239704,0.117188,0.556645
89,0.059873,-3.108805,-0.387635,0.825646,-0.372872,1.329023
90,0.059873,-3.108805,-0.387635,0.825646,-0.372872,1.329023
91,3.811533,1.202376,-1.520485,0.956151,-0.609912,2.799205
92,3.811533,1.202376,-1.520485,0.956151,-0.609912,2.799205
93,-0.019646,5.630007,-0.727383,-0.506041,-0.391516,1.640638
94,-0.019646,5.630007,-0.727383,-0.506041,-0.391516,1.640638
95,-0.254714,5.656571,0.099775,-0.247694,-0.101208,0.423476
96,-0.046718,3.941606,0.998627,0.159802,-0.095881,-1.012082
97,1.631407,-0.55742,0.566748,-0.548655,0.713784,-2.325124
98,1.631407,-0.55742,0.566748,-0.548655,0.713784,-2.325124
99,1.122589,-2.408135,0.015799,-0.330258,0.439456,-1.749836
