,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
0,1.236069,-0.569532,1.536733,0.143822,0.061258,0.905547
1,1.236069,-0.569532,1.536733,0.143822,0.061258,0.905547
2,0.118106,0.264725,0.712643,-2.018837,-0.111862,-0.990775
3,-0.311451,-0.240149,1.020031,-0.745744,0.133169,-1.012082
4,0.800338,0.79894,-0.432661,-1.134597,-0.290308,-1.209171
5,0.844668,-0.181211,-0.474503,-0.809665,-0.23704,-1.376964
6,0.131246,-0.98502,0.892037,-0.00799,-0.226387,-1.230478
7,-0.480234,-2.957912,0.663386,0.03196,-0.03196,-1.009418
8,0.260514,-3.297178,0.444368,0.308951,0.154476,-0.087891
9,0.260514,-3.297178,0.444368,0.308951,0.154476,-0.087891
10,0.740892,0.263741,-0.215037,0.551318,0.077238,1.661945
11,0.658018,2.207027,-0.242936,0.617902,-0.013317,1.446211
12,0.658018,2.207027,-0.242936,0.617902,-0.013317,1.446211
13,0.297788,3.244207,-0.18441,0.559308,0.018644,0.833636
14,-0.05661,3.389298,-0.228316,-0.109198,0.034624,0.053267
15,0.192675,2.036653,-0.090704,-0.380862,-0.050604,-1.052032
16,0.706926,0.101028,0.146644,-0.495387,-0.069248,-1.512796
17,0.449775,-1.57873,0.523519,-0.295634,-0.109198,-1.329023
18,-0.102489,-2.810789,0.729972,-0.194426,0.002663,-0.673833
19,-0.299811,-2.893196,0.586613,0.053267,0.034624,0.039951
20,-0.158126,-1.691242,0.41049,0.340912,0.109198,0.705794
21,0.913229,-0.421255,0.180652,0.4581,0.117188,1.099973
22,0.195741,1.252543,-0.397437,0.125179,0.149149,1.454202
23,0.038613,2.330726,-0.579333,0.46609,0.018644,0.974794
24,0.173197,2.736436,-0.207524,0.146486,-0.20508,0.258347
25,0.224759,2.553599,0.101583,-0.02397,-0.173119,-0.402169
26,0.294611,0.90129,0.268999,-0.271664,-0.114525,-1.094646
27,0.24082,-0.635137,0.662718,-0.242367,-0.109198,-1.198518
